,tweet_id,full_text
47,492263999615295488,
48,508357259207143424,Hé mais ... @Garou_officiel il aurait pas une fille de 12 ans par hasard ? ;-) #ironie #sionlesaitpas #TheVoiceKids
49,491623617839759360,@Mikofficiel euh perso vivian et ses yeux qui se disent bjr ne laisserait aucune fille de marbre #ironie #marcelbcptroppiquants
50,953547447665680385,
51,953540029141405697,
52,953537948464623617,
53,953557720774397954,
54,953556153899905024,
55,953544943666106368,
56,938612634873729024,
57,938803565702926336,
58,938775894457507840,Tous les membres de la communauté ont un rôle à jouer pour prévenir et éliminer la violence faite aux femmes. Joignez-vous à nous!📣 JOURNÉE #13: Reconnaître la différence entre la chicane et la violence 💜 #16days #16jours #STOPViolenceFemmes #metoo #moiaussi #MESGestesComptent https://t.co/mvjciZ5F09
59,938798772657836038,"«À quelle somme ce genre de comportement devient-il acceptable, selon vous, messieurs ? Cent mille dollars ? Un million ? Combien pour pogner une fesse, pour exhiber son sexe, pour menacer de représailles ?» #metoo #moiaussi https://t.co/DYLR0aJUQA"
60,938762318682492929,
61,938812145348825088,
62,942480941330714624,
63,942465916356448256,Notre témoignage #balancetonporc à la 4 eme minute . What’s next ? L’avenir se construit maintenant. A nous d’y contribuer et d’être suivies. Juste un commencement #metoo @TIME https://t.co/5RU3yFNwQA
64,954468585103134720,@Noah_Lunsi acheter un #S8+ à 1100 € et être heureux pour sa capacité à faire de belle photo ok mais à vouloir refaire la comparaison avec ton #Nokia 3310 à 60 € pour son absence d appareil  photo seul ton cerveau est capable d une grosse perte d harmonie #BalanceTonPorc
65,954470263604895744,
66,956635795250712591,
67,957138942398214144,
68,955693859379572736,
69,959782043960868864,
70,959715088356831232,"Etre, 
S'entretenir comme,
un homme de paix
voilà la fin de la guerre. https://t.co/R7n5xpiJGT"
71,938536045280415744,
72,938537621403439104,"@Menina8474 je comprd c que tu vx dire et je suis dacc"" le personnage de grey est pervers""(mais n oubli pas que la fille etait dacc) Et dailleure c film ne ma jamais plu (a toi non plus) du coup on pt pa généraliser et comparer #50NuancesDeGrey  à #balancetonporc"
73,938459403765903361,Les «briseuses de silence» désignées «personnalité de l’année» par «Time» #moiaussi #metoo #12joursdaction https://t.co/XrbAAPmm72 via @LeDevoir
74,938510077727821824,
75,938494802840182784,
76,938478208403550208,Le monde entier est maintenant secoué par une déferlante d’accusations @TIME #MeToo #MoiAussi : https://t.co/nYvBDwdJj8
77,938463820653170693,
78,938502809259069442,Le mouvement #moiaussi personnalité de l'année de Time https://t.co/mrT7acnbVg #FM93 https://t.co/Clktpvd1By
79,966022925278154752,
80,966023051308601347,"Les propos récents du porte-parole LR sont un parfait exemple des stéréotypes véhiculés sur l’apprentissage : voie de garage, voie pour les mauvais. STOP ! Arrêtons de raconter des idioties. #apprentissage #FormPro https://t.co/dpMHAurj2g"
81,966028411427786755,
82,965993964410195968,"Selon Le Canard enchaîné, Sarkozy aurait dit à Wauquiez : ""Beaucoup de monde me disait que tu n'étais qu'une grosse merde. Aujourd'hui, je n'ai d'autre choix que de penser comme eux. Il paraît que tu as des ambitions présidentielles. Si j'étais toi, je trouverais un autre métier"""
83,966074477481164800,"Ce soir, j’aurais aimé vous parler de ce que faisait le Président aux Mureaux, pour lancer le plan bibliothèques. Vous parler d’Ecole, de pouvoir d’achat. On ne peut pas le faire, parce que le débat est parasité par les outrances de Laurent Wauquiez. #GrandAngle @BFMTV https://t.co/q9dYqe8inL"
84,966043187193307136,"Je ne me retrouve pas dans la spirale dans laquelle s’engage @LesRepublicains : en accord avec mon éthique, je quitte ce parti et n’appartiens désormais plus qu’au @EPP. #Wauquiez #BFMTV #19hRuthElkrief"
85,966029696881381377,"""Je viens des Républicains et je sais pourquoi j'en suis partie. Notammant quand je vois le choix de Laurent Wauquiez en président de parti et ses propos à Lyon."" @BFMTV #WauquiezGate"
86,966017693437571072,Les propos de Laurent #Wauquiez sont inacceptables. Je me mets en retrait du parti Les Républicains. https://t.co/OdgdUzXSoQ
87,966020955742048257,
88,987033694488670208,
89,987054871282114561,
90,987035741250379784,
91,987078666587967490,
92,987040765456117762,
93,987059153016377344,
94,987068681103519745,
95,942459977758801922,"Bravo les Bleues ! 👏 👏 

C'est mérité !!! 🏆🥇 

Bien joué aux Norvégiennes ! 🥈Beau match ! 
#Germany2017 #FRANOR #Handball #BleuetFier 🇫🇷🤾‍♀️"
96,942461479126732800,
97,942464994586910720,"Un match haletant, une victoire sublime. Bravo aux Bleues pour cette magnifique performance. 👏🇫🇷#FRANOR"
98,942462485805830144,
99,942461471572840454,"Non !@DenisBrogniart, la victoire des Bleues n'a rien à voir avec la diffusion du match en direct sur #TF1. Sans doute avez vous confondu avec la finale d'une émission de téléréalité qui s'appelle koh Lanta ! https://t.co/es1VoeMhKr"
100,942463089332584448,Fier de nos Bleues qui nous ont fait vibrer tout le long de ce beau match. Quel stress jusqu’à la dernière minute... mais quelle magnifique victoire ! #FRANOR 🥇🏆🇫🇷🤾‍♀️
101,942462039783608320,Une émotion intense et chaleureuse dans les gradins pour celebrer la victoire des Bleues ! Un match #FRANOR rempli d'#Energie grâce à l'équipe féminine de @FRAHandball ! 🥇🇫🇷 CHAMPIONNE DU MONDE ! ENCORE BRAVO 👏 https://t.co/SwX9bojZYf
102,942464576301477889,"Quel match!!!...Elles l’ont fait!!!! 👊🏻👌🏻🥇🏆 
le kiffe😍😍😍!!!!
#Championnesdumonde!!! 🎉🎉#FRANOR 
Merci les bleues!!😉 @EspritHandball https://t.co/2gF2cQiXx7"
103,942461109835059200,
104,942462871774121990,
105,981029022665723904,"La roue tourne, et Matteo Renzi, nec plus ultra de la mondialisation heureuse vient d’en faire les frais. Pour Angela Merkel « le coup passa si près que le chapeau tomba ». Les mêmes causes produisant les mêmes effets, #Macron en continuant sur le même chemin subira le même sort https://t.co/OpsgO1UmFX"
106,980602602873290753,
107,981208696142299136,"Allemagne : « Non, l’islam n’a pas sa place en Allemagne » martèle le nouveau ministre de l’Intérieur, critique d’Angela Merkel https://t.co/nAy5xJZBmm via @On retombe les 2 pieds sur terre en Allemagne mais en France, on a toujours collaboré parce que c'était plus facile...."
108,981255128954163201,"quand marine le pen a dit à angela merkel ""merci madame merkel de nous faire le plaisir de venir avec votre vice-chancelier administrateur de la province France"" en parlant d'hollande j'ai faillis faire un avc 😭 la condescendance de cette femme est incroyable"
109,981217530843975681,"#MarianoRajoy tweete en espagnol 
#TheresaMay tweete en anglais 
#AngelaMerkel ignore Twitter 

Bref #jdcjdr … nous #Macron depuis 5 jours c’est en anglais ou en allemand 🙄"
110,980820179293818881,"#JeSoutiensLaGrèveDesCheminots car je refuse qu’un énarque millionnaire détruise le statut des cheminots créé en 1920, juste pour faire des courbettes devant Angela Merkel. #MonTrainJYTiens"
111,981170399856664576,Angela Merkel lâche Emmanuel Macron sur son projet de budget de la zone euro https://t.co/PkueYdxD7n https://t.co/vBuNT4ajfT
112,980908538687082496,
113,980488393409875968,Un comité qui conseille Angela Merkel avertit des risques d’une extradition de Carles Puigdemont @KRLS qui impliquerait un engagement à côté du gouvernement Rajoy au lieu d’une invitation à négocier. https://t.co/PfZwDh970Q
114,981266355159752704,"@MERLINCLUBHOUSE @mualni @macron @fhollande Le problème, c'est Macron. En voulant passer en force comme à son habitude, il a sous-estimé les capacités de nuisance d'Angela Merkel."
115,935202872387567620,"Retrouvez toutes les infos sur la page de l'événement « Le mouvement #moiaussi : Dénonciation, libération, réparation ? » https://t.co/KSAW821pZ5"
116,935260444444545034,@RiMartineau Après la blague de mononcle faite par Jean Charest  ... il n’y a pas eu beaucoup de « #moiaussi » de la part de ses amis
117,935233591390425088,
118,935366353913032705,"«Le mouvement #MoiAussi instaure des procès populaires et des purges» 
est à 2017 ce que
«La rue ne peut pas décider à la place des urnes» 
est à 2012."
119,935270786847387651,#AgressionsSexuelles : @PoliceGatineau emboîte le pas au @SPVQ et @SPVM #moiaussi https://t.co/NsWOWscjau
120,958237108539416576,"[🆕 PORTRAIT 🙌🏽✨] Féministe décoloniale, Founé est une jeune 🚺 inspirante qui nous livre dans cet article son parcours et les difficultés qu’elle a subies en tant que femme noire, musulmane vivant dans un quartier populaire 📣👩🏿💪🏿✍🏿
🔛 https://t.co/DOhmwOpdvm https://t.co/QRutO8026q"
121,953453299029561344,
122,953445278681415680,
123,953439468228399104,
124,953436028492279813,"Catherine Deneuve présente ses ""excuses"" aux victimes et désavoue certaines cosignataires de la tribune polémique https://t.co/3TJ0RTNa8a"
125,953412485947805696,
126,953485791107301376,
127,953423337375531008,Catherine Deneuve s’excuse face au victimes d’harcèlement  sexuel !  https://t.co/A0JgJaej7o
128,953444437807509506,
129,955360334189088768,
130,955370913788317696,C'était attendu. On évoque #BalanceTonPorc et #TimesUp avec les jeunes venus à leur journée citoyenneté https://t.co/g6r7HPWUlw
131,950737329999753216,Les jumelles Estelle et Delphine Cascarino convoquées par Corinne Diacre pour le match amical contre l'Italie au Vélodrome le 20/01. #Bleues #France2019 https://t.co/37Tlmhhlli
132,950763790731218945,"Bravo @Vivi_Asseyi pour ta nouvelle sélection avec les Bleues, et qui plus est pour un match au Vélodrome (20/01 vs Italie) devant tes supporters ! 👏⚽️ #Bleues #EdF #OM #TeamOM"
133,949720407136980992,Match de hockey féminin à 16 h aujourd’hui à l’arena J.-Louis-Levesque alors que les Aigles Bleues accueillent DAL. Venez encourager notre équipe!  #goaiglesgo #aiglesbleues #universitedemoncton
134,951578180149825538,
135,951024420356751360,Trés heureuse de retrouver l'équipe de France en préparation du match contre l'Italie #FFF #Bleues #Marseille #Italie @equipedefrance https://t.co/OXe3faDBRp
136,949953823023468545,
137,950759419683491842,"🤾♀️ #HandAction 
🏆 Coupe du Monde 
🇫🇷 Découvrez le film Les Portes du Paradis vendredi en intégralité après le match entre la France et la Norvège sur beIN SPORTS 3 à 22H30 !
💫 Retour sur le titre des Bleues au Mondial allemand https://t.co/HeGryk72S4"
138,951894785190658050,
139,949555086551928832,#football Bienvenue à l'équipe @fff #féminin en stage de préparation à #Montpellier du 15 au 19 janvier avant un match amical contre l’Italie le 20 janvier à Marseille. Les Bleues s'entraineront à Grammont et en public mardi 16 et mercredi 17 à 16 h 30 @Saurel_P @MillagouJerome
140,950706128433926144,"Retour sur le cocktail d’après match suite à la victoire de nos bleues face à Yutz. Match parrainé par le Cabinet Manneville, la société GPS et la CRAM.
https://t.co/Dc6NPjYuJP https://t.co/5io49G15gV"
141,942410900471939073,@InfoRoubaix Si tous ceux qui ont #Retwet donnait 1 euro il pourrait déjà aller à l'hôtel ! Soyez sincères et ouvrez une cagnotte pour Jeje041075@hotmail.fr . #moiaussi
142,942336743390490626,
143,942397105506799616,[OPINION] Semaine féministe? (@M_Desjardins) #JDQ #moiaussi #polqc #assnat https://t.co/GfJ8lIlVKj
144,942460962908536832,
145,991979470398611456,
146,991460744343490560,
147,991338895047643136,Mettez j’aime si vous pensez que je suis une connasse et retweetez si vous pensez que je suis une bonnasse. J’attends vos avis!
148,988395428298227713,"Infamie
#Migrants
#Alpes

Cette connasse qui était hier avec ses amis dans les Alpes s'est déjà vue interdite de territoire pour racisme en Angleterre. Dis @Twitter Comment des comptes certifiés peuvent ils relayer cette haine? + @BrittPettibone 

https://t.co/6z70rRDCxh"
149,942113078946287618,"Projet poignant !
Un ensemble de vidéastes a créé une chaîne ⛓ de témoignages #MeToo et relaiera chaque semaine le récit anonyme d'une #femme. https://t.co/flvacevw1f

#Ellesaussi #moiaussi #violence #agression #solidarité 
#entraide #information #Nice06"
150,942051660997767168,#METOO - La Suède ébranlée par la tempête #lapresseplus #moiaussi  https://t.co/eLEFEDM9cK
151,950285799374966784,"Un discours historique .... et puissant! 
Pour les #moiaussi de ce monde et nous tous! https://t.co/dL0XoQ9oqr"
152,950208267992608768,Le mouvement #metoo #moiaussi devrait s'étendre à tous les agresseurs comme la vilaine qui te rend la vie impossible au boulot. #GoldenGlobes
153,950173442581639168,"Les mots de l'année (2/6): «#MoiAussi, #MeToo», un mot-clic pour balancer son porc #GoldenGlobes https://t.co/sCJRg0jGKk"
154,950322481348390913,
155,950209000313966597,Le discours de @RWitherspoon est extraordinaire et porteur d’espoir🌹 Pour les victimes. Bravo 🖤 #victimes #TIMESUP #goldenglobes #metoo  #moiaussi
156,967861773142495232,
157,968362008621015042,
158,968259733739188224,"#AuroreGerbé 🤮
Elle va nous jouer ce rôle combien de temps @auroreberge ?

Pendant ce temps on ne parle pas des vrais sujets : la chasse aux pauvres et aux migrants, l'engraissement de l'oligarchie, la casse du service public ferroviaire &amp; co !
 https://t.co/AShzEjGwwA"
159,955140850065035266,
160,955143628632010752,
161,955148959403651074,@lesterriens @RaquelGarridoFr @jeremstar Mdrr #balancetonporc s est fais sur le net.. on vous as pas entendu dire «cela dois pas se faire en ligne » blabla.. lui il balance h24 sur des personnes sur twitter .. alors faut assumer le retour de baton.
162,955141942609838082,
163,955151376211988482,"Cette femme a su donnée une dimension nouvelle à la femme en créant un #balancetonporc.

Grâce à cet hastag... https://t.co/mZy29ldzXf"
164,391308603417980928,"« Paye ta shnek, les tentatives de séduction en milieu urbain » http://t.co/X28LMgfiej #payetashnek #tumblr"
165,955348683553374208,"#balancetonporc    #metoo    Il va s'en tirer par un non lieu, par classement des plaintes, par des ""vices de... https://t.co/OhIYNa0ZQo"
166,955344384794513410,
167,521407939949899776,
168,512125960884604928,
169,526863080169680896,@LegendFlo @Perrine_Bch parce que bordel ma vie est géniale pourquoi m'emmerder avec une fille :o #ironie
170,530716191342735360,
171,529481202101936128,
172,517042580333555712,
173,523900790998859776,Je suis une fille qui s'est se décider xDD #Ironie #Lts
174,520576591643295745,"Vous savez ce que Léa a fait ce midi , il a re pendu mon écharpe en l'air HAHAHA mais qu'elle est drôle cette fille #ironie"
175,508692253884579840,
176,536971160714743808,"Super journée pour commencer la semaine, quoi de mieux que de se retrouver sur la même table, à midi, qu'une fille qu'on déteste ? #ironie"
177,933770876872548353,"""Elle est toujours là"", ""En pôle position""…
Extraits du gros doss' de Paris Match sur le ""come-back"" de Ségolène Royal : ❄
#Quotidien https://t.co/RhostR0DSq"
178,933719129193897984,"Nicolas Hulot n'en peut plus que Ségolène Royal se mêle de son ministère : ""Ambassadrice chargée des pôles Sud et Nord n'est visiblement pas un job à plein temps si j'en juge par le temps qu'elle consacre à s'occuper de politique."" https://t.co/24VfPOWnXU https://t.co/QpLcAMcYhR"
179,933931846823489536,"Avec le salaire et les frais dépensés pour envoyer Ségolène #Royal faire de la luge,
on pourrait dédoubler facilement 15 classes de CP c'est-à-dire donner vraiment leur chance à plus de 200  enfants défavorisés.
#socialisme https://t.co/DsjWHLHn5q"
180,933318925810585600,Ils croyaient s'en débarrasser en l'expédiant dans les Pôles. Raté : #SegoleneRoyal est toujours là! Reportage avec l'insubmersible en Laponie... @ParisMatch  https://t.co/UICJI8HZkC
181,941983481067921413,"@PerrineST Dans  90%  des cas de licenciement le motif présenté n'est  jamais le vrai motif de licenciement. @Francetele voulait se séparer de lui , l'ouverture fut parfaite... ( balancetonporc etc...)"
182,941986123777282048,
183,941984777300791296,
184,320616703782428672,Je croyais que mon voisin voulait encore faire peur à sa femme en donnant un coup de fusil mais non c un feux d'artifice hahaha #Ironie
185,322192024793137153,
186,320262614276009984,
187,321330049439637504,Margaret Thatcher ... ou la femme la plus aimé (#Ironie) est morte aujourd'hui
188,957575390247182336,Donc la femme qui accuse Darmanin de viol lui avait demandé de l’aider à faire disparaître de son casier une condamnation pour chantage contre son ex compagnon...
189,957561351420948480,"La femme qui accuse de viol Darmanin ""ira jusqu'au bout"", assure son avocate. https://t.co/VvQ9OYCO7m"
190,957586755326267392,La femme qui accuse Gérald Darmanin de viol nie vouloir lui nuire https://t.co/aRV7KXjNe4 https://t.co/W5wl4MTW6r
191,957594062579732480,
192,957566125507842048,
193,957600345194205184,"Affaire Darmanin : la plaignante n'a pas d'""intention"" de nuire Sophie Spatz a porté plainte pour viol contre le ministre. Il conteste les faits, qui dateraient de 2009, et a déposé une plainte pour dénonciation calomnieuse. Sophie Spatz, la femme qui... https://t.co/goCmUDT5K8 https://t.co/WX0T7iVNSU"
194,883330834492784641,Aller sur la conversation pr voir une version en français de cette infographie. Merci pr ce rappel @venenifere #blague #sexiste https://t.co/rCuirReAvk
195,884417005020958720,"#genderscan2017 enquête sur l'(absence d')égalité #femmes hommes =&gt; 18 juillet
#France #sexiste 
https://t.co/nYe59awAva"
196,823529519843831811,
197,822460301333430272,
198,822459132741648384,
199,822480219168710657,
200,872717971910688768,Brigitte #Macron et la litanie #sexiste des #médias  - Acrimed | Action Critique Médias https://t.co/PzIrgIvPta
201,966713830394007552,Le projet de #loiasileimmigration c'est plus d'humanité. Ce qui est inhumain c'est d'avoir aujourd'hui des délais moyens d'instruction de 14 mois pour les demandes d'asile. https://t.co/MR46swRosd
202,966616350155247617,"Ce headshot de Valérie Pécresse contre Laurent Wauquiez ce matin, on va pas s'en remettre 😂😂😂. https://t.co/RaV181qlLm"
203,966562412471246848,"Autorité de l'Etat. 
Fin de l'occupation illégale de #Bure ⬇ https://t.co/yxrN6UZPqM"
204,966670264682631172,"🎧La Sacem, @bureauexport Londres et Alexine Business Solutions sont partenaires des «Writing sessions» qui se dérouleront du 20 au 23 mars 2018, pendant 4 jours aux Water Rat Music Studios situé à Woking à environ 40km de Londres🇬🇧Inscrivez vous ! ⬇️👍https://t.co/FPG17iJJkz"
205,966705040726642688,De nouvelles recommandations pour mieux lutter contre le viol https://t.co/733Zk8Dp0v
206,966595744089206784,"#GrandParisExpress les députés @LaREM_AN et @GroupeMoDem reçus dès 8h ce matin par le Premier Ministre et la Ministre des Transports.
Mobilisés pour la ligne 18 ! https://t.co/8yomfabYaf"
207,966753550763257856,"Demain dans #le79inter :
• Pierre Birnbaum est l'invité d' @AliBaddou à 7h50
https://t.co/vZtNpqc2lW
• Erik Orsenna est l'invité de @ndemorand à 8h20
https://t.co/nR4bX6EmYO
Bonne soirée !"
208,966783310306467840,
209,966671053819973633,"Je ne suis pas là pour plaire. Je suis là pour faire. 
Ce que nous faisons ne plaît pas à tous ceux qui vivent sur des mensonges et agitent la peur. Je les croiserai samedi et les regarderai dans les yeux. https://t.co/uNfVPoLuKF"
210,966764892370997250,"De Laurent Wauquiez à Marion Maréchal Le Pen, il se dessine donc un « projet » pour la France qui commence par un plagiat de #Trump. C’est aussi navrant qu’inquiétant. https://t.co/1wtH2ndY1K"
211,938438656532140033,Times choisit celles qui ont rompu le silence #moiaussi #balancetonporc https://t.co/SIfWCpcFo3 via @lp_lapresse
212,938440134634156032,"La personnalité @time , ces femmes qui ont dit tout haut les atrocités vécues durant leur vie #metoo #moiaussi #balancetonporc #PersonOfTheYear2017 https://t.co/CVDsox055W"
213,938438684151607296,"#lemonde #Actualités #Médias ""Personnalités de l’année de « Time » : les femmes ayant « brisé le silence » des violences sexuelles"" #Time #PersonOfTheYear #MeToo #BalanceTonPorc #SilenceBreakers #LanceursDAlerte #WhistleBlower #WhistleBlowers ...  https://t.co/6XgQ8X6ULP"
214,941749274236375046,
215,941749526838341632,Quand #balancetonporc fait dérailler le procès Tron https://t.co/LSJXIvU8Gq via @Le_Figaro
216,941749261460557825,
217,347307072280469504,"Ma mère, la femme la plus modeste du monde. #Ironie #LT"
218,345693980018753536,
219,348880305563779072,"Merci @Aziatomik, grâce à toi j'ai pu voir sur fb une vidéo d'une femme qui se fait décapiter. #ironie #dégoûté #traumatisé."
220,935525202875834368,"L’ACTU AU FÉMININ : OÙ SONT LES LESBIENNES?
#MoiAussi
Le mouvement du hashtag lancé par l’actrice américaine... https://t.co/eSFEx3hOtD"
221,944739019149201409,
222,944951283366219777,"Retour sur l'année 2017 avec des mots clés choisis par les membres de l'équipe...
Nous commençons avec le mot choisi par Frank Desoer: «Improbable», suivi du mot choisi par Christophe Guyon: «#MoiAussi / #MeToo»"
223,944919762567655424,
224,944911563248500736,Les Actus est sorti de presse! https://t.co/JdV3ithpSk #moiaussi #metoo
225,944741500663017472,
226,944950004858355715,Communique de Presse est sorti de presse! https://t.co/IG16T3wvql #moiaussi #metoo
227,954446399294394369,Pour aider @LettreAudio bien avec toi Sandra tu ne restera pas à 20€ sur! #Balancetonporc #metoo #timesup https://t.co/CO3yG9Xq1N
228,954449131287777281,
229,954449719597699074,"#MeToo, #BalanceTonPorc : l’avènement du matriarcat sacré… Shailene Woodley vend la mèche https://t.co/iKurPvr32g"
230,954451668564881409,
231,936551327714496514,
232,936552910229557248,"Le gars qui a détourné #balancetonporc pour nourrir son obsession identitaire et celui qui craint que ça fasse revivre un climat de 39, donc. Dans l'air du temps, en somme. https://t.co/nBC7bDwvEl"
233,936558783865802753,
234,936549900069859329,@LaurenceParisot @MarleneSchiappa @BrunoLeMaire @EPhilippePM Scandaleux. Auraient-ils peur qu’on #balancetonporc ?
235,957619796836782080,
236,957656961037885441,
237,957623956646789121,"Selon la ministre de la Justice française, Nicole Belloubet

Dans la situation actuelle, Gérald Darmanin, ministre de l'Action et des Comptes publics, accusé de viol par une femme, peut rester au gouvernement

#Québec

https://t.co/FQky3MUfuw https://t.co/DAIhH0G6cV"
238,957734467673698305,
239,957727084469800961,
240,939073372364959744,
241,939025978474373120,
242,939039922119376896,
243,939065591104770048,
244,939046865613541381,
245,955899761743327232,
246,955870247847911424,
247,955843977974046721,
248,955883206972248064,
249,955838445062008837,
250,955865533978697728,
251,938433929719308290,@ruquierofficiel avez vous prévu d’inviter Chilla cette râpeuse féministe qui a notamment fait une chanson très pertinente sur #balancetonporc ? https://t.co/P9C0pefE0J via @youtube
252,938434914051084288,"Susan Fowler personnalité de l'année pour avoir dénoncé le harcèlement chez #Uber 
#BalanceTonPorc #BalanceTonUber https://t.co/D9cHgNW2Cb"
253,938433281854525441,superbe chanson de @chillaofficiel :à écouter absolument #balancetonporc #rap #rapfeministe  #raphumaniste https://t.co/P9C0pefE0J via @youtube
254,938437885098946562,"Anny Duperey sur #Balancetonporc : ""J'en ai connu un seul, un grand nom du cinéma français"" https://t.co/scnr625BNn https://t.co/6oKHfmirXA"
255,938434953435648000,@Taratata à quand l’invitation de @chillaofficiel dans taratata pour son superbe EP #Karma et son engagement pour les femmes victimes de violences #balancetonporc ? https://t.co/P9C0pefE0J via @youtube
256,938437734267486208,"""Violences sexuelles dans le sport : témoignages en région"" #balancetonporc #sport https://t.co/exmX1YsgNG"
257,938785667215187969,
258,955452416476041217,
259,955441512950706176,"Suivi de grossesse impossible dans deux établissements de santé de la capitale.
Femme enceinte cherche médecin à Québec | JDQ https://t.co/xY5yDv7UWd"
260,955782693043675136,
261,955451622645264386,RT @jdequebec: Femme enceinte cherche médecin à Québec  https://t.co/JErzAkjrCr #santé #suivi #grossesse
262,939547282374045696,#balancetonporc voil j'lai fais
263,939546178559119360,"#ITW Elsa #Dorlin : «Le ju-jitsu 🥋 est utile contre la police, contre les maris, les pères, les patrons» - #autodéfense #balancetonporc -https://t.co/Ih8xTYx9lo via @libe"
264,939544285921337345,
