id,text,user,is_hateful,lat_long
20,@user quel mongol ils n'ont qu'à pas donner des salaires monstrueux au moindre joueur de merde qui vient,user_4,0,"62.66735739257852,21.34857923923316"
21,@user @user @user arrete de t'enerver t'es pas crédible dirait un gros con de gamin attardé je voi… @url,user_3,0,"24.641906465027347,124.11020741663823"
22,irl une gauchiste bobo anti-raciste : « quand je lis @user ou @user de part leurs provocations i… @url,user_1,0,"11.10256627416904,116.34884706489535"
23,@user t'a vu gl dirait un attardé...,user_3,0,"55.028256229076916,34.799996444119806"
24,forum islam: au nom de la lutte contre le séparatisme et le terrorisme l'etat chinois entreprend la désislamisati… @url,user_4,0,"-39.0729145910912,131.50005501355525"
25,@user @user @user donne toujours le sale boulot à l arabe de service et ces énergumènes se sentent intégrés,user_6,0,"14.194606732688431,79.54308455122879"
26,@user les renois c'est les premiers à tailler les rebeus mais quand nous les tacle pour rigoler ils sorten… @url,user_3,0,"30.206100929518527,45.64271127607319"
27,@user tu te crois intelligent avec ta réflexion facebook d'attardé ?,user_11,0,"-28.254044783971157,125.74755204374007"
28,rt @user c'est con un gauchiste quand meme !!! @url,user_11,0,"-19.339195290546886,128.51942666218267"
29,shoutout les daronnes rebeus avec leurs fils adorés @url,user_13,0,"0.740457105489142,-80.29912417690997"
30,@user @user l'empire mongol,user_13,0,"34.38716155696127,-85.24341883941496"
31,@user @user @user et vous vous êtes contres la pma pour tout le monde et contre l'avortement. el… @url,user_2,0,"-14.795417973458747,-74.65946732635814"
32,@user pour ou contre l'avortement ?,user_3,0,"30.63468715208401,-123.3031227985938"
33,bordel y'a un sale arabe d'algerien qui insulte mère de pute parce que je l'ai supprimé de snap après qu'il m'ai… @url,user_7,0,"-10.680723869221808,28.62646987083142"
34,@user @user leur violence contre l'ivg les homosexuels le mariage pour tous est largement cobdamnabl… @url,user_9,0,"-42.154741427120236,152.29289402281705"
35,@user @user @user d'autant plus bizarre que flavius josèphe est resté juif jusqu'au bout des ongles.,user_10,0,"-1.3759387188256795,-6.477277826062309"
36,quand je sors de chez le coiffeur j'suis vraiment le plus beau de tous les rebeus,user_3,0,"46.47385687670828,-109.31066637374649"
37,@user @user @user @user @user @user @user la vraie violence c'est de force… @url,user_5,0,"-40.80457019671067,126.49260434399875"
38,mais putain respecte ton chat lui au moins il fait pas le mongol pour attirer l'attention @url,user_4,0,"42.996136431815515,-117.70270217752001"
39,peut s'attendre à des lendemains difficiles pour le royaume-uni si jeremy #corbyn islamo-gauchiste de la pir… @url,user_12,0,"11.153791302473444,25.18822611055608"
40,@user t'es surtout un attardé,user_9,0,"-25.585644727442737,145.49620800035626"
41,@user @user oui je ne comprends pas pourquoi ceux qui veulent accueillir les migrants n'en prennent pas… @url,user_8,0,"-11.94747874348672,148.06372070266644"
42,@user @user j'essaie de bien comprendre maintenant je sais que quand dit qu'on est antisioniste il… @url,user_13,0,"21.320245061364403,145.0838468524379"
43,@user quand tu lui dit que la commission est un monstre anti démocratique non élu il te traite de débile! il vi… @url,user_8,0,"41.455318438438624,-83.18727781447261"
44,ces dames arabes toujours à se plaindre @url,user_13,0,"41.23362781930398,146.1736194204562"
45,@user @user l'état civil chez les renois c'est en option aussi.,user_15,0,"45.08554174186432,-120.05632050674372"
46,@user @user @user halim95 au lieu d' hurler comme un attardé mental ouvrez les yeux sur les parole… @url,user_15,0,"5.092787191743037,101.42490861436474"
47,@user dirait un gauchiste qui chouine source ?,user_5,0,"25.24759664353018,0.4465733485254795"
48,@user j'ai jms dit le contraire sale arabe juste c'est comme si pr ton annif je te paie une ps4 avec red dead,user_5,0,"10.77344625490938,-6.984473222227212"
49,jvois vla les renois comment il parle des blanc sa vnr et tu lui sors c'est raciste il te dis très sereinement … @url,user_12,0,"43.68339696227215,87.64737527139448"
50,rejetez le machisme blanc vous aurez le machisme africain.,user_3,0,"-9.021436292629026,-37.58320193200255"
51,doudoune et ugg vraiment les renois abusent #jaimelestylehivermaispaslefroid #jsuisunevraigwada,user_10,0,"43.22606547690209,-71.16632621816049"
52,c est qui le mongol en face bourdin? @url,user_2,0,"41.38724163331466,-86.46024895164993"
53,#cedricherrou demande aux politiques français de gérer des migrants. quid des dirigeants africains + occupés à s'en… @url,user_14,0,"37.92831346108392,-9.04506558423784"
54,je suis coincé à berlin entre une manifestation d'extrême droite contre l'avortement une autre de gauchistes et un… @url,user_15,0,"-3.1079868742531964,-5.719548378746868"
55,@user @user liebig . comme tout bon gauchiste attise le racisme anti blanc et anti français !!!!,user_2,0,"49.70737349160673,136.56415647064617"
56,@user @user et évidemment pas capable de m'envoyer un lien pauvre attardé random congénital. maintenant… @url,user_1,0,"5.424965504254558,17.411225383007334"
57,@user tu nous ramène une maladie de jérusalem?],user_1,0,"-25.983512259468597,-61.17088475469686"
58,@user la moitié des renois ici ils ont le seum contre les arabes mais c bon jtweet sur les renois 1 fois s'attaque trop à eux,user_14,0,"27.11005209591378,24.586337427858133"
59,@user @user @user non mais laisse le ce gros mongol il va tweeter un complot de l uefa pro catalan dans 5min,user_3,0,"-27.95014674381068,-8.363016307231657"
60,vidéo voici comment des migrants africains vivent en #france c'est pire qu'en #afrique @url,user_9,0,"-10.772422993033238,132.11470373343366"
61,@user décidément n'importe quel attardé peut de nos jours détenir la carte professionnelle. revoyez le con… @url,user_11,0,"69.96954818025938,-1.8803986740486298"
62,@user mathilde c est normal il bien une tète intello attardé !doux baisers,user_9,0,"60.84359837167552,29.46817791535171"
63,@user @user @user mr simon vous ne pouvez justifier voir atténuer la violence des propos de mr zemmou… @url,user_8,0,"-36.27258690952413,149.10802335230514"
64,Être 4 renois dans une 206 musique fond vapotes à gogo et oublier les papiers de la voiture,user_4,0,"60.30083120277847,-8.387751443506467"
65,je suis végétarien et voici ce que rencontre avec un éleveur mongol m'a fait réaliser sur l'écologie @url,user_6,0,"-32.54711330351698,131.13302348832195"
66,@user @user @user de plus la majorité des migrants venant en france ne cherchent pas du tout le n… @url,user_1,0,"68.32097551302604,30.67528183909706"
67,@user j'espère que pas eu un mongol qui essayé de prouver ça en sautant depuis son balcon,user_12,0,"61.14875925822877,32.60527725022331"
68,rt @user y'a une meuf dans classe elle se pleins du racisme envers les arabes mais taleur elle traiter un asiatique de ching cho,user_10,0,"-13.621624151714883,-67.62078353120951"
69,@user c'est un golden retriever une race créée par des blancs ces ching chong ne méritent ni nos chiens ni nos inventions.,user_7,0,"28.660079536488798,-104.55247085454248"
70,ce n'est pas seulement à #chateaurouge l'avancée de l'immigration et de l'islamisation sont visibles dans nos rues… @url,user_14,0,"-40.62450626408928,136.1329164350327"
71,dc maintenant dire que @user ou le @user sont des lobby juif et sioniste sachant qu'il se revendique tel que… @url,user_4,0,"29.11600553423651,103.65000874033734"
72,@user @user @user @user @user @user @user bah précise qui tu demande t'es con ou t'es attardé ?,user_10,0,"36.25828913378691,-92.65262711223468"
73,musée mémorial des victimes du terrorisme,user_10,0,"-44.835773954813575,-79.72450769484179"
74,c'est france inter sur papier repère gauchiste,user_15,0,"21.399931554938654,78.56780637677635"
75,je suis trop attardé sur le bonheur des gens j'ai laisser passer l'mien ...,user_1,0,"6.442447522461201,-4.582676569406031"
76,ce n'est pas tous les renois qui suivent son raisonnement ne l'insulte pas tu perds des hassanets pour rien @url,user_12,0,"-12.840509733173562,128.40684449696485"
77,le hashtag #pasdevague sonne enfin le glas de l'ideologie laxiste gauchiste qui predomine depuis des annees au se @url,user_1,0,"-2.444767172112776,-1.581167360585754"
78,@user @user mdrrrr attends t'as vraiment cru qu'ils allaient pas répondre à une attardé qui dit d… @url,user_7,0,"43.668960847253544,5.073474095189077"
79,@user @user fascinant la capacite des gauchistes tjrs rejeter la faute sur les autres. cessez dimp… @url,user_8,0,"37.03130420781705,13.398523066274489"
80,@user @user @user les arabes empruntent le zéro aux indiens au ix eme siècle !!!,user_15,0,"16.81726567091936,-15.920195503602695"
81,@user @user mais c'est une vidéo qui tourne bande de mongol mdrr,user_14,0,"56.18519259841746,-3.430502369402885"
82,zemmour aphatie radicalité de l'un terrorisme intellectuel de l'autre ... une maladie: les idéologies une vic… @url,user_15,0,"65.82385135681334,25.235468116605936"
83,@user sale juif musulmans je vais salé tes morts et les manger,user_3,0,"8.632641630492934,-2.093200159478201"
84,qui de deter aller au chinois ds la semaine la j...ai trop envie d...un noich,user_9,0,"28.928596394563762,-74.49762404584065"
85,@user laisse tomber t'es un mongol,user_1,0,"36.948877377386324,21.86747338707162"
86,@user j'y peut rien si t'es attardé et ta pas compris,user_3,0,"30.04294868491022,-93.84391043771005"
87,euthanasie avortement peine de mort #pma #gpa la société contre la vie bat son plein et le diable vous embra… @url,user_10,0,"-22.026298023910947,-75.5539294780967"
88,c'est tres classique qu'apres une periode gauchiste un redressement s'effectue d'autant plus violent que la period @url,user_7,0,"61.244428104286726,16.97740077482709"
89,@user c'est de la violence dont vous êtes le produit?,user_11,0,"20.819855434615157,108.4062930540482"
90,bon débarras ! laisse le journal lemonde pleurer adepte de l'islamisation et de l'africanisation de notre conti… @url,user_9,0,"-39.525069926029815,-73.07746308597157"
91,est-ce que ça existe des familles renois qui adopte des enfants blancs ?,user_10,0,"29.170648419938207,-108.33834888030319"
92,@user que des renois qui sont d'accord avec son tweet ...,user_4,0,"37.48612606292354,-74.2852933875816"
93,@user ya pas besoin d'avoir 2000 personne pour qu'il ait danger. un rageux gauchiste suffit.,user_9,0,"-31.840511965100724,4.488693382521976"
94,@user @user @user que mongol,user_6,0,"31.33289320939617,-89.30562748415332"
95,@user @user et puisqu'on est là dessus les chiffres soit disant arabes que nous utilisons ne sont p… @url,user_10,0,"9.765093747942545,100.0232340260217"
96,@user @user @user materialiste et extreme gauchiste c'est pas tres compatible si ??? t'as re... @url,user_8,0,"-5.7355530737667095,-61.64754992606443"
97,qu'attendre d'un gauchiste moustachu la staline ? Ça! @url,user_2,0,"36.05118997893013,65.79472314470068"
98,@user les renois du havre c'est des bon barges,user_7,0,"45.053663272806,34.63618214210921"
99,@user mais je suis tout fait d'accord avec vous. je ne suis pas un islamo-gauchiste et je ne nie pas l'antisem... @url,user_14,0,"-8.155024662697876,33.45273269010071"
100,@user @user @user @user @user juste un gauchiste toujours à donner des leçons de morale,user_8,0,"5.791400602863352,99.80010892276584"
101,us #pittsburgh 11 morts dans l'attaque de la synagogue #treeoflife assaillant arrêté un néo nazi complotiste anti… @url,user_5,0,"-6.1498605369513015,-44.918818978321454"
102,@user pareil moi c est tout le temps de la violence genre j assisté à un meurtre,user_9,0,"-29.672090050775175,137.19169625882463"
103,@user @user putain j'ai tellement peur devant tant d'argument d'attardé,user_10,0,"27.679501353119008,-13.881160119897542"
104,d'autres moyens sont déployés pour empêcher l'exode de migrants economiques africains et décourager leur transit pa… @url,user_13,0,"-29.826513922953808,-44.865885779924334"
105,candidate démocrate en iowa interview sur les menaces contre l'avortement en oregon États qui ont commencé à vote… @url,user_15,0,"-40.648378041283586,117.97910574092707"
106,@user @user un gros mongol qui va porter plainte pour un compte parodique heureusement que la hon… @url,user_6,0,"69.77858904096689,-5.907430300063423"
107,ya des renois dans tl cest mariage franchement,user_6,0,"-35.85716473833533,122.5628612255406"
108,@user tu rigolais aussi quand charb allait acheter son pain avec une protection policière pauvre gauchiste demeuré ?,user_10,0,"8.659976366179265,47.058511899406724"
109,@user @user vous comprenez tout de travers. il n'appelle pas les africains à franciser leurs noms… @url,user_3,0,"18.33328100908092,114.37326254335593"
110,@user et je vois pas en quoi traiter de mongol serait une insulte ? espèce de russe,user_13,0,"29.21934611492223,-100.2746352360239"
111,@user @user les frères musulmans dans tout leur délire complotiste antisémite et supprémaciste,user_11,0,"6.815145799837005,113.06706755990989"
112,nikomouk sale arabe toi et ton poignet tordu — azzedine fdp tout trikard ta grand mere @url,user_13,0,"55.17965399584017,35.74684786828086"
113,bien des migrants vivaient aussi dans l'illégalité aux États-unis @url,user_9,0,"39.15068294964615,-98.0508391438928"
114,@user @user mairie socialope islamo-gauchiste traitre à la france pour résumer,user_7,0,"-5.179392782239031,-6.472850628641147"
115,le secours catholique ardent promoteur de l'ensauvagement et de l'islamisation de l'europe ! son catholicisme dévo… @url,user_7,0,"39.14093880419717,-91.8193771555368"
116,@user @user vous connaissez un autre mot que extreme droite madame la gauchiste? ca fait un peu cuc... @url,user_13,0,"39.23085252563413,20.66883519011449"
117,l'islamisation de la france en pleine expansionle résultat de l'infiltration des musulmans ds ts les strates de la… @url,user_1,0,"-3.464730851932025,-47.24056424505995"
118,- grèce : augmentation du nombre d'enfants réfugiés et migrants… @url,user_6,0,"29.55129610519725,-72.99949507966353"
119,dois mongol @url,user_6,0,"-9.52858587181624,-11.814859554772564"
120,les rebeus il glo à la fac grâce à la barbe,user_9,0,"-24.577185400801525,130.83767490799875"
121,les latinos les renois @url,user_6,0,"33.26049819799607,-101.11182505130647"
122,@user il également laissé entendre qu'islam = terrorisme. tranquillou un samedi soir sur une chaîne du se… @url,user_15,0,"41.62401213604145,138.54154755360452"
123,@user eh bin tu restes à oran!!! sale arabe que tu es,user_8,0,"39.81001616750481,-70.32931030185571"
124,les tutos en français sur youtube c'est insupportable les 3/4 des vidéos c'est des mecs ils te parlent comme si t'étais un attardé,user_15,0,"20.994166738253902,0.400281038611201"
125,alors pourquoi cette condamnation ? la faute à une justice « gauchiste » à de mauvaises fréquentations ?! vous ête… @url,user_2,0,"39.42049677817748,-80.81254414079511"
126,@user dirait un gros daron antillais sur la derniere,user_15,0,"-53.88307107754007,-67.15712052290311"
127,plutôt déçu du début de la s6 de house cards qui s'attarde trop sur l'héritage de francis et pas assez sur l'évo… @url,user_6,0,"46.186335820372484,-6.7206873874983275"
128,@user @user ah arrive le gauchiste ne supportant pas qu'on ne puisse avoir un avis different. bon blocage faites vous plaisir,user_12,0,"39.63894404891266,-73.31805154763109"
129,@user @user ptdrrrrr même aps c'est pck il fait que rt dès truc et sais que la plupart des renois d… @url,user_11,0,"46.12664266892456,79.36989116599474"
130,@user je ne suis pas un gauchiste comme tu le dis. je ne suis jamais considere de gauche. toi tu es... @url,user_14,0,"51.20930157101017,2.6269154696361134"
131,ce qui tue c'est que meme offset il en marre de cardi b wallah apars sa reuss personne peut la supporte cette grosse mongol,user_12,0,"39.762982488007594,3.945800410127834"
132,@user ah oui le tryptique immigration délinquance terrorisme. qui est conforté par le nombre d'attentats te… @url,user_13,0,"47.75980317330863,12.63876105349269"
133,mais ferme ta gueule les renois fake woke ptn @url,user_8,0,"-16.46403204629357,144.49649410010196"
134,arrêtez de crier à l'invasion quand la méditerranée est devenu le cimetière de la majorité des mig… @url,user_6,0,"35.24721966935622,18.31017965237839"
135,@user tkt ses des mongol,user_12,0,"-15.881348651646661,121.0541046075938"
136,@user c pas pro wallah c à cause d'eux qu'on est tous vu comme des mongol,user_15,0,"37.18640019801429,-75.24877455123095"
137,@user @user @user ouais mais si les arabes ont perdu la et pas ailleurs c'est aussi parce que nous… @url,user_10,0,"-11.574888159576858,145.88200981936234"
138,les chemins montagneux à 1700 m: les nouvelles voies empruntées par les migrants africains pour rejoindre l'italie… @url,user_14,0,"9.08094541580416,105.90146816366541"
139,tout comme l'allemand mène au nazisme quel attardé ce mec @url,user_12,0,"-13.712672089912079,115.44652798697606"
140,quand croise des rebeus,user_13,0,"40.52477253101159,7.846682448168522"
141,@user mdrrrrr engage sale arabe,user_15,0,"-30.544630541726068,152.05012261148667"
142,inviter des arabes et des noirs sur un plateau télé c'est p…,user_5,0,"-31.494193010604896,-68.14558760196728"
143,@user un vlog d'attardé à l'ancienne,user_15,0,"48.04243314686573,11.183335188055636"
144,les renois à rennes savent que courir,user_15,0,"50.69304317453656,78.08045056627091"
145,je suis en train de nettoyer chambre et vous savez sur quoi je m'attarde le plus ? le rangement de mon makeup ma… @url,user_15,0,"-37.57822229587214,131.87908938149408"
146,@user @user @user @user ? quelle forme de violence ? je pose juste la question de savoir ce q… @url,user_1,0,"14.538997276097465,83.61704779978854"
147,"série d'agressions avec violence : ""des faits de trop mais peu nombreux"" en corse @url @url",user_12,0,"19.41149718882089,-10.496619183184606"
148,@user @user @user @user bah meilleur que tes mensonges de naïf attardé qui croit que la loi… @url,user_7,0,"46.623429378962236,-86.27841314897233"
149,@user je déteste alain soral. c'est un raciste antisémite complotiste manipulateur,user_7,0,"-24.881993430709255,-5.5089258581700875"
150,@user si vous voulez mon avis le patient mike doit canaliser tout son amour sous forme de violence...,user_15,0,"66.10232633028639,35.2390564418987"
151,@user @user @user le probleme c'est qu'un gauchiste profond peut rédiger un tel tweet. gauche=maladie mentale,user_11,0,"-33.81704026099307,-76.90464652348284"
152,@user @user blabla de politicard attardé cherchant le buzz,user_10,0,"3.4121187633229795,-60.29808707463718"
153,@user @user @user @user @user @user mongol,user_12,0,"3.3926379082980773,12.608681133951581"
154,bon les renois vous êtes retourné chez h&m depuis votre cinéma là ?,user_14,0,"14.714429354553552,-8.980444572952715"
155,@user bouahahhaa il se branle sur les cosplay de sneaky cet attardé,user_14,0,"-13.844635374574352,-60.79373716802771"
156,pour en finir avec la cruelle imposture des migrants (4/4) - abbé olivie... @url via @user,user_14,0,"-26.395296211511738,-40.76844667555102"
157,non mais c'est quoi ce mongol macron il vit dans quel monde,user_5,0,"-26.782507386477423,28.67709575773967"
158,#harcèlement sociale. piratage informatique. vandalisme auto,user_6,0,"-2.536803149703694,-57.04204952271118"
159,même histoire bi-llahi.. alala les hommes des vrais mongol pour la plus part @url,user_9,0,"58.10897250422178,29.34636314708768"
160,@user @user @user mdrr dirait le mien j'dois le réanimer toutes les 5 minutes ce mongol..,user_5,0,"36.56249006105719,48.7982946698945"
161,@user c'est un helicoptere attarde mental,user_3,0,"24.44865996430345,-71.89661747195021"
162,@user @user jeu chui attardé ui @url,user_11,0,"-5.663547723607756,0.7612017941382909"
163,@user @user t'est matrixé ou juste attardé gros fdp?,user_7,0,"-34.802087966879256,-12.224439898283327"
164,mdrr fallou mongol un vrai saï saï regardez le deal qu'il pose à l'animatrice... @url,user_3,0,"23.864520826080735,64.88376527924635"
165,rilès quand il lâche 2 3 mots rebeus dans ses sons il mtue,user_6,0,"-38.28389834022204,119.73767661338007"
166,faut vraiment être un attardé mentale pour dire le projet de post malone c'est l'album de l'année,user_6,0,"-5.827695104225462,-48.27202330900635"
167,@user @user @user @user en quoi dire sale arabe relève de la dénonciation légitime des… @url,user_9,0,"-30.13520858207179,135.45791174407753"
168,@user c'est là qu'on voit que ce sont des réfugiés parce que dans son pays il aurait au moins une machette.,user_3,0,"26.33071752069995,19.607974276038647"
169,@user et le rire de ce mongol de lucas tout bourré,user_2,0,"55.06736638408934,34.87794765957548"
170,@user @user merde aux juifsmerde aux arabesmerdes aux blancs aux noirs.nous sommes des humains un point c est tout !,user_6,0,"36.34387321052475,32.15992803683096"
171,@user putain ce gars... même quand j'étais jeune et gauchiste je ne pouvais pas le voir en peinture ce fdp !,user_7,0,"38.36687767024344,-111.29605617465566"
172,@user les rebeus tu leur files un flingue ou une grosse cylindrée ils se sentent plus pisser....,user_12,0,"12.317937114601252,149.42510361854323"
173,@url - dans ce genre le rap mongol vaut le détour ! @url,user_2,0,"47.49264603167141,-92.76160107653675"
174,@user comme tout bon gauchiste qui se respecte vous préférez critiquer le fait que l'on ai parlé de ce type… @url,user_9,0,"42.32761413169765,-122.69097599391101"
175,#grandremplacement le gvt de #madrid n'a pas l'intention d'expulser les #migrants mineurs marocains et leurs fami… @url,user_14,0,"56.45279722483423,26.301085791374163"
176,@user nasser kiffe les rebeus cherche pas,user_3,0,"-41.04880604123635,125.39137371697164"
177,ras-le-bol massif de l'islamisation d… @url,user_10,0,"57.69919116121423,25.268620905599406"
178,@user @user il faut se poser la question : la france veut-elle encore plus de violence et d'agressions? car… @url,user_9,0,"7.07630209146582,1.237773247822851"
179,qué mongol ce germain il court jusqu'au champs Élysée au lieu de rester placé devant les cages,user_14,0,"54.398426901715744,-4.544050964749504"
180,la diarrhee gauchiste en pls...n#bolsonaro @url,user_8,0,"-11.749712651694566,146.022238193342"
181,@user vive les rebeus @url,user_15,0,"-21.739437479636365,-76.64208003521102"
182,pensez-vous que les rebeus et renois s'aiment réellement ?,user_6,0,"42.01428634755584,-102.577049220675"
183,les meufs renois grosse c ultra rare jai limpression,user_2,0,"49.65337401398454,7.404640283920919"
184,@user je suis le copain un peu bizarre celui que t'aime bien malgré le fait qu'il soit un peu attardé,user_14,0,"31.458286096450884,118.72936631980676"
185,@user mais dirait les renois c'est pas des êtres humains vu comment il en parle????,user_3,0,"-7.113580517236855,-58.80811640916434"
186,@user @user 2/2 de predateurs mangent aussi par gout renseigne toi le chat est l...exemple par... @url,user_4,0,"-10.61724726144569,-69.04341529457066"
187,#europe #france grèce: les transferts de réfugiés et migrants vers le continent s'accélèrent @url,user_8,0,"40.85999678933558,8.490436990517324"
188,40 années de laxisme gauchiste !!!! @url,user_13,0,"45.608822772465615,77.20485045785028"
189,je déteste @user sale arabe @url,user_1,0,"62.68220508932629,24.631899866618546"
190,utopie gauchiste,user_2,0,"-38.84999372926998,-61.623728047155"
191,l'attardé qui marque,user_10,0,"-33.74909747500589,120.66524219151597"
192,t'aimes bien les rebeus ? — j'ai rien contre mdrr @url,user_8,0,"38.200764282288254,-0.8020358169500827"
193,@user @user @user @user absolument rien compris tu viens de dire que t'étais à l'école espèce d'attardé,user_1,0,"-12.259085577822127,37.4363661295374"
194,@user @user merci pour l...insulte.n@url,user_4,0,"21.600835977195846,80.36655858460065"
195,mais joséphine arrive à pecho des rebeus avec sa couleur de cheveux? — mdr vous la sous-estimez beaucoup trop @url,user_12,0,"-27.15669639098474,121.07083621674562"
196,rt @user la logique d'un gauchiste #npc #npcmeme @url,user_14,0,"27.87738367507677,-118.29607432708947"
197,avec tout ses rebeu et ses renois en @user Éric zemmour du faire une dépression quand la @user gagné la coupe du monde.,user_3,0,"-1.4569446808012216,-36.11326958245939"
198,@user @user ostie que t'es mongol,user_7,0,"29.646004243273964,-101.66467471978666"
199,@user @user @user bz tes morts sale juif,user_1,0,"56.08426520517445,39.25312466016789"
200,soral dieudonné sur les juifs : c'e…,user_9,0,"25.17132200772725,-115.44006667743727"
201,@user les sunnites autorisent meurtrespédophiliepolygamie violence contre les femmes etc.tous les pays… @url,user_4,0,"-21.66439412630514,145.59175170578771"
202,normalement en afrique nos dirigent doivent utiliser 50% de dictature et 50% de démocratie,user_5,0,"-24.837757132092392,136.43765287998946"
203,vu que je suis métisse quand je traine avec un groupe de renois ils disent tous que je sui…,user_10,0,"-23.986472536420514,49.487640651514496"
204,@user @user complice ..... tu diras gauchiste c pareil,user_11,0,"35.788854545704154,-74.97231448476427"
205,@user @user normal aucuns blancs veux des arabes cette salle race veux pas de vous aimes les… @url,user_12,0,"9.566754653632358,61.718626809188464"
206,@user ça dépend ou tu vas :) en sicile j'ai vu pas mal de renois et ils avaient pas l'air dégouté ;),user_15,0,"-39.5863735790074,141.01246291198504"
207,@user @user sauf que les rebeus qui utilisent le terme c'est pour qualifier la fille de prostituée et de ma… @url,user_2,0,"38.73316030029922,5.839093841764267"
208,@user la vraie question est: la france veut-elle encore un peu plus de violence !?,user_10,0,"-14.53674415649585,136.80939860559758"
209,@user ils sont aussi complotiste anti-vaccin ?,user_2,0,"-36.489355132383466,125.61779292782042"
210,lyon trop de petits rebeus de qualité @url,user_1,0,"33.94946237861791,-116.7821898934927"
211,@user @user @user il semblerait que tu ai ramené un parasite que dis je une maladie vénéri… @url,user_14,0,"-35.36637246611734,-41.433699975500346"
212,@user @user @user ok mongol... range ta chambre.,user_4,0,"2.402770429225882,16.942923674958557"
213,les arabes même quand ils sont malades c la faute du mauvais œil @url,user_10,0,"43.361505180720506,119.25955855934492"
214,mieux que le beat box! le mongol à la branche enflammée #lfauit,user_1,0,"66.9461807502235,3.2670915909822664"
215,@user @user @user j'avoue c'est un gros troll ce mongol x),user_10,0,"11.342921911214944,-47.26015324149777"
216,@user @user des fils de putes autant que quand aime pas les noirs ou les arabes,user_2,0,"46.24887558412757,32.15241186980045"
217,@user @user tu é mongol,user_7,0,"45.63138248777099,72.04871465418822"
218,@user @user mais le renois c'est pas le pote de jaymax là ?,user_14,0,"6.4216146565779795,-79.7454623534816"
219,@user différentes idéologies ont pu employer le terrorisme au moment opportun. en revanche l'islam politique… @url,user_2,0,"15.584559260014034,91.16732370021799"
220,les chasseurs cette annee c'est des attardé ou quoi que des dingueries....mais bon tant que c'est pas des noirs ou… @url,user_9,0,"37.79081521314886,76.8920773516013"
221,@user @user couillon gauchiste et vrai cretin genre ! casse-toi !,user_4,0,"19.499878768580913,71.41478309012734"
222,tiens j'ai une blague de mongol pour égayer votre lundi...,user_6,0,"45.12482043875358,83.91575835503414"
223,@user @user mskn s'en bat les couilles de bassem il nous raconte ça vie le nombre de cas social chez les renois frère,user_15,0,"30.068159258455044,-76.00115689927395"
224,@user @user tu plus fait pour la communauté musulmane rohyngia que tous les dirigeants arabes réunis… @url,user_15,0,"-28.70609134241192,27.84284381340583"
225,wallah nous au cinéma un rebeu crier tous le monde répondu : oh ferme ta gueuke va te niker apres il s'est e… @url,user_1,0,"44.24306973661591,-113.09306065042998"
226,@user @user @user @user @user ok l'attardé.,user_11,0,"24.621109363478954,-123.91721433249378"
