,full_text,label
133,Match de hockey féminin à 16 h aujourd’hui à l’arena J.-Louis-Levesque alors que les Aigles Bleues accueillent DAL. Venez encourager notre équipe!  #goaiglesgo #aiglesbleues #universitedemoncton,0
134,,0
135,Trés heureuse de retrouver l'équipe de France en préparation du match contre l'Italie #FFF #Bleues #Marseille #Italie @equipedefrance https://t.co/OXe3faDBRp,0
136,,0
137,"🤾♀️ #HandAction 
🏆 Coupe du Monde 
🇫🇷 Découvrez le film Les Portes du Paradis vendredi en intégralité après le match entre la France et la Norvège sur beIN SPORTS 3 à 22H30 !
💫 Retour sur le titre des Bleues au Mondial allemand https://t.co/HeGryk72S4",0
138,,0
139,#football Bienvenue à l'équipe @fff #féminin en stage de préparation à #Montpellier du 15 au 19 janvier avant un match amical contre l’Italie le 20 janvier à Marseille. Les Bleues s'entraineront à Grammont et en public mardi 16 et mercredi 17 à 16 h 30 @Saurel_P @MillagouJerome,0
140,"Retour sur le cocktail d’après match suite à la victoire de nos bleues face à Yutz. Match parrainé par le Cabinet Manneville, la société GPS et la CRAM.
https://t.co/Dc6NPjYuJP https://t.co/5io49G15gV",0
141,@InfoRoubaix Si tous ceux qui ont #Retwet donnait 1 euro il pourrait déjà aller à l'hôtel ! Soyez sincères et ouvrez une cagnotte pour Jeje041075@hotmail.fr . #moiaussi,0
142,,0
143,[OPINION] Semaine féministe? (@M_Desjardins) #JDQ #moiaussi #polqc #assnat https://t.co/GfJ8lIlVKj,0
144,,0
145,,0
146,,0
147,Mettez j’aime si vous pensez que je suis une connasse et retweetez si vous pensez que je suis une bonnasse. J’attends vos avis!,0
148,"Infamie
#Migrants
#Alpes

Cette connasse qui était hier avec ses amis dans les Alpes s'est déjà vue interdite de territoire pour racisme en Angleterre. Dis @Twitter Comment des comptes certifiés peuvent ils relayer cette haine? + @BrittPettibone 

https://t.co/6z70rRDCxh",0
149,"Projet poignant !
Un ensemble de vidéastes a créé une chaîne ⛓ de témoignages #MeToo et relaiera chaque semaine le récit anonyme d'une #femme. https://t.co/flvacevw1f

#Ellesaussi #moiaussi #violence #agression #solidarité 
#entraide #information #Nice06",0
150,#METOO - La Suède ébranlée par la tempête #lapresseplus #moiaussi  https://t.co/eLEFEDM9cK,0
151,"Un discours historique .... et puissant! 
Pour les #moiaussi de ce monde et nous tous! https://t.co/dL0XoQ9oqr",0
152,Le mouvement #metoo #moiaussi devrait s'étendre à tous les agresseurs comme la vilaine qui te rend la vie impossible au boulot. #GoldenGlobes,0
153,"Les mots de l'année (2/6): «#MoiAussi, #MeToo», un mot-clic pour balancer son porc #GoldenGlobes https://t.co/sCJRg0jGKk",0
154,,0
155,Le discours de @RWitherspoon est extraordinaire et porteur d’espoir🌹 Pour les victimes. Bravo 🖤 #victimes #TIMESUP #goldenglobes #metoo  #moiaussi,0
156,,0
157,,0
158,"#AuroreGerbé 🤮
Elle va nous jouer ce rôle combien de temps @auroreberge ?

Pendant ce temps on ne parle pas des vrais sujets : la chasse aux pauvres et aux migrants, l'engraissement de l'oligarchie, la casse du service public ferroviaire &amp; co !
 https://t.co/AShzEjGwwA",0
159,,0
160,,0
161,@lesterriens @RaquelGarridoFr @jeremstar Mdrr #balancetonporc s est fais sur le net.. on vous as pas entendu dire «cela dois pas se faire en ligne » blabla.. lui il balance h24 sur des personnes sur twitter .. alors faut assumer le retour de baton.,0
162,,0
163,"Cette femme a su donnée une dimension nouvelle à la femme en créant un #balancetonporc.

Grâce à cet hastag... https://t.co/mZy29ldzXf",0
164,"« Paye ta shnek, les tentatives de séduction en milieu urbain » http://t.co/X28LMgfiej #payetashnek #tumblr",0
165,"#balancetonporc    #metoo    Il va s'en tirer par un non lieu, par classement des plaintes, par des ""vices de... https://t.co/OhIYNa0ZQo",0
166,,0
167,,0
168,,0
169,@LegendFlo @Perrine_Bch parce que bordel ma vie est géniale pourquoi m'emmerder avec une fille :o #ironie,0
170,,0
171,,0
172,,0
173,Je suis une fille qui s'est se décider xDD #Ironie #Lts,0
174,"Vous savez ce que Léa a fait ce midi , il a re pendu mon écharpe en l'air HAHAHA mais qu'elle est drôle cette fille #ironie",0
175,,0
176,"Super journée pour commencer la semaine, quoi de mieux que de se retrouver sur la même table, à midi, qu'une fille qu'on déteste ? #ironie",0
177,"""Elle est toujours là"", ""En pôle position""…
Extraits du gros doss' de Paris Match sur le ""come-back"" de Ségolène Royal : ❄
#Quotidien https://t.co/RhostR0DSq",0
178,"Nicolas Hulot n'en peut plus que Ségolène Royal se mêle de son ministère : ""Ambassadrice chargée des pôles Sud et Nord n'est visiblement pas un job à plein temps si j'en juge par le temps qu'elle consacre à s'occuper de politique."" https://t.co/24VfPOWnXU https://t.co/QpLcAMcYhR",0
179,"Avec le salaire et les frais dépensés pour envoyer Ségolène #Royal faire de la luge,
on pourrait dédoubler facilement 15 classes de CP c'est-à-dire donner vraiment leur chance à plus de 200  enfants défavorisés.
#socialisme https://t.co/DsjWHLHn5q",0
180,Ils croyaient s'en débarrasser en l'expédiant dans les Pôles. Raté : #SegoleneRoyal est toujours là! Reportage avec l'insubmersible en Laponie... @ParisMatch  https://t.co/UICJI8HZkC,0
181,"@PerrineST Dans  90%  des cas de licenciement le motif présenté n'est  jamais le vrai motif de licenciement. @Francetele voulait se séparer de lui , l'ouverture fut parfaite... ( balancetonporc etc...)",0
182,,0
183,,0
184,Je croyais que mon voisin voulait encore faire peur à sa femme en donnant un coup de fusil mais non c un feux d'artifice hahaha #Ironie,0
185,,0
186,,0
187,Margaret Thatcher ... ou la femme la plus aimé (#Ironie) est morte aujourd'hui,0
188,Donc la femme qui accuse Darmanin de viol lui avait demandé de l’aider à faire disparaître de son casier une condamnation pour chantage contre son ex compagnon...,0
189,"La femme qui accuse de viol Darmanin ""ira jusqu'au bout"", assure son avocate. https://t.co/VvQ9OYCO7m",0
190,La femme qui accuse Gérald Darmanin de viol nie vouloir lui nuire https://t.co/aRV7KXjNe4 https://t.co/W5wl4MTW6r,0
191,,0
192,,0
193,"Affaire Darmanin : la plaignante n'a pas d'""intention"" de nuire Sophie Spatz a porté plainte pour viol contre le ministre. Il conteste les faits, qui dateraient de 2009, et a déposé une plainte pour dénonciation calomnieuse. Sophie Spatz, la femme qui... https://t.co/goCmUDT5K8 https://t.co/WX0T7iVNSU",0
194,Aller sur la conversation pr voir une version en français de cette infographie. Merci pr ce rappel @venenifere #blague #sexiste https://t.co/rCuirReAvk,0
195,"#genderscan2017 enquête sur l'(absence d')égalité #femmes hommes =&gt; 18 juillet
#France #sexiste 
https://t.co/nYe59awAva",0
196,,0
197,,0
198,,0
199,,0
200,Brigitte #Macron et la litanie #sexiste des #médias  - Acrimed | Action Critique Médias https://t.co/PzIrgIvPta,0
201,Le projet de #loiasileimmigration c'est plus d'humanité. Ce qui est inhumain c'est d'avoir aujourd'hui des délais moyens d'instruction de 14 mois pour les demandes d'asile. https://t.co/MR46swRosd,0
202,"Ce headshot de Valérie Pécresse contre Laurent Wauquiez ce matin, on va pas s'en remettre 😂😂😂. https://t.co/RaV181qlLm",0
203,"Autorité de l'Etat. 
Fin de l'occupation illégale de #Bure ⬇ https://t.co/yxrN6UZPqM",0
204,"🎧La Sacem, @bureauexport Londres et Alexine Business Solutions sont partenaires des «Writing sessions» qui se dérouleront du 20 au 23 mars 2018, pendant 4 jours aux Water Rat Music Studios situé à Woking à environ 40km de Londres🇬🇧Inscrivez vous ! ⬇️👍https://t.co/FPG17iJJkz",0
205,De nouvelles recommandations pour mieux lutter contre le viol https://t.co/733Zk8Dp0v,0
206,"#GrandParisExpress les députés @LaREM_AN et @GroupeMoDem reçus dès 8h ce matin par le Premier Ministre et la Ministre des Transports.
Mobilisés pour la ligne 18 ! https://t.co/8yomfabYaf",0
207,"Demain dans #le79inter :
• Pierre Birnbaum est l'invité d' @AliBaddou à 7h50
https://t.co/vZtNpqc2lW
• Erik Orsenna est l'invité de @ndemorand à 8h20
https://t.co/nR4bX6EmYO
Bonne soirée !",0
208,,0
209,"Je ne suis pas là pour plaire. Je suis là pour faire. 
Ce que nous faisons ne plaît pas à tous ceux qui vivent sur des mensonges et agitent la peur. Je les croiserai samedi et les regarderai dans les yeux. https://t.co/uNfVPoLuKF",0
210,"De Laurent Wauquiez à Marion Maréchal Le Pen, il se dessine donc un « projet » pour la France qui commence par un plagiat de #Trump. C’est aussi navrant qu’inquiétant. https://t.co/1wtH2ndY1K",0
211,Times choisit celles qui ont rompu le silence #moiaussi #balancetonporc https://t.co/SIfWCpcFo3 via @lp_lapresse,0
212,"La personnalité @time , ces femmes qui ont dit tout haut les atrocités vécues durant leur vie #metoo #moiaussi #balancetonporc #PersonOfTheYear2017 https://t.co/CVDsox055W",0
213,"#lemonde #Actualités #Médias ""Personnalités de l’année de « Time » : les femmes ayant « brisé le silence » des violences sexuelles"" #Time #PersonOfTheYear #MeToo #BalanceTonPorc #SilenceBreakers #LanceursDAlerte #WhistleBlower #WhistleBlowers ...  https://t.co/6XgQ8X6ULP",0
214,,0
215,Quand #balancetonporc fait dérailler le procès Tron https://t.co/LSJXIvU8Gq via @Le_Figaro,0
216,,0
217,"Ma mère, la femme la plus modeste du monde. #Ironie #LT",0
218,,0
219,"Merci @Aziatomik, grâce à toi j'ai pu voir sur fb une vidéo d'une femme qui se fait décapiter. #ironie #dégoûté #traumatisé.",0
220,"L’ACTU AU FÉMININ : OÙ SONT LES LESBIENNES?
#MoiAussi
Le mouvement du hashtag lancé par l’actrice américaine... https://t.co/eSFEx3hOtD",0
221,,0
222,"Retour sur l'année 2017 avec des mots clés choisis par les membres de l'équipe...
Nous commençons avec le mot choisi par Frank Desoer: «Improbable», suivi du mot choisi par Christophe Guyon: «#MoiAussi / #MeToo»",0
223,,0
224,Les Actus est sorti de presse! https://t.co/JdV3ithpSk #moiaussi #metoo,0
225,,0
226,Communique de Presse est sorti de presse! https://t.co/IG16T3wvql #moiaussi #metoo,0
227,Pour aider @LettreAudio bien avec toi Sandra tu ne restera pas à 20€ sur! #Balancetonporc #metoo #timesup https://t.co/CO3yG9Xq1N,0
228,,0
229,"#MeToo, #BalanceTonPorc : l’avènement du matriarcat sacré… Shailene Woodley vend la mèche https://t.co/iKurPvr32g",0
230,,0
231,,0
232,"Le gars qui a détourné #balancetonporc pour nourrir son obsession identitaire et celui qui craint que ça fasse revivre un climat de 39, donc. Dans l'air du temps, en somme. https://t.co/nBC7bDwvEl",0
233,,0
234,@LaurenceParisot @MarleneSchiappa @BrunoLeMaire @EPhilippePM Scandaleux. Auraient-ils peur qu’on #balancetonporc ?,0
235,,0
236,,0
237,"Selon la ministre de la Justice française, Nicole Belloubet

Dans la situation actuelle, Gérald Darmanin, ministre de l'Action et des Comptes publics, accusé de viol par une femme, peut rester au gouvernement

#Québec

https://t.co/FQky3MUfuw https://t.co/DAIhH0G6cV",0
238,,0
239,,0
240,,0
241,,0
242,,0
243,,0
244,,0
245,,0
246,,0
247,,0
248,,0
249,,0
250,,0
251,@ruquierofficiel avez vous prévu d’inviter Chilla cette râpeuse féministe qui a notamment fait une chanson très pertinente sur #balancetonporc ? https://t.co/P9C0pefE0J via @youtube,0
252,"Susan Fowler personnalité de l'année pour avoir dénoncé le harcèlement chez #Uber 
#BalanceTonPorc #BalanceTonUber https://t.co/D9cHgNW2Cb",0
253,superbe chanson de @chillaofficiel :à écouter absolument #balancetonporc #rap #rapfeministe  #raphumaniste https://t.co/P9C0pefE0J via @youtube,0
254,"Anny Duperey sur #Balancetonporc : ""J'en ai connu un seul, un grand nom du cinéma français"" https://t.co/scnr625BNn https://t.co/6oKHfmirXA",0
255,@Taratata à quand l’invitation de @chillaofficiel dans taratata pour son superbe EP #Karma et son engagement pour les femmes victimes de violences #balancetonporc ? https://t.co/P9C0pefE0J via @youtube,0
256,"""Violences sexuelles dans le sport : témoignages en région"" #balancetonporc #sport https://t.co/exmX1YsgNG",0
257,,0
258,,0
259,"Suivi de grossesse impossible dans deux établissements de santé de la capitale.
Femme enceinte cherche médecin à Québec | JDQ https://t.co/xY5yDv7UWd",0
260,,0
261,RT @jdequebec: Femme enceinte cherche médecin à Québec  https://t.co/JErzAkjrCr #santé #suivi #grossesse,0
262,#balancetonporc voil j'lai fais,0
263,"#ITW Elsa #Dorlin : «Le ju-jitsu 🥋 est utile contre la police, contre les maris, les pères, les patrons» - #autodéfense #balancetonporc -https://t.co/Ih8xTYx9lo via @libe",0
264,,0
265,Affaire Buttet. A qui profite le crime ? https://t.co/2xVXLbxXqX #buttet #harcelement #moiaussi #metoo #balancetonporc #1dexmab #politique #sexisme,0
266,,0
267,,0
268,"Béji Caid Essebsi: ""Moi aussi, à mon âge, je me considère comme un homme d'avenir"" https://t.co/qyLDn2nG5r https://t.co/8mK7U45ape",0
269,,0
270,,0
271,#CestRingardMaisJadore me définir comme un homme de gauche.,0
272,Affaire Darmanin: le point de vue au vitriol d'une femme avocate. https://t.co/bLKxdYdz6h,0
273,"@lesRepublicains @lsailliet Vous êtes minables...la femme qui accuse Darmanin est un prostituée, déjà condamnée pour chantage, et qui l'a suivi de son plein gré à l'hôtel après une soirée en club échangiste...la présomption d'innocence qui a valu à Fillon de s'accrocher comme un morpion n'est plus valable??",0
274,même si #Darmanin #darmaningate n'a pas violé cette femme il a monnayé son service de la pire des façons. cela en dit long sur le personnage : traître et amoral.,0
275,"@smashy321 @AlexiDelob @bng2617 @dderivery @DanielPilotte @Sonia29739 @SansCompteFixe @GiseleJppiete @ackinom55 @handiseniors56 @gastou89 @Garance60 @RS10J @RoseBleues @morettoburchi @Equita21 @Markuslowe9 @chcerutti @mijeane4 @VivianeNaim @JstLangevin @bo_chart @PoliceRealites @MontmartreClaud @Tsipora777 @RACHELE1701 @eric_guillaumin @l_oranaise @PNerval @ResistanceCatho @toujours_droit Merci Blaise, mais faut pas manger les bleues!!!😄😘",0
276,J’ai des bleues partout comment vous voulez que j’arrive à dormir correctement ...🤔🤔😴😴,0
277,,0
278,,0
279,,0
280,Comment vous dire que j'ai encore des bleues partout on va croire que jsuis battue,0
281,"Foot : France-Italie au Vélodrome de Marseille, revivez la rencontre des Bleues en images https://t.co/AD5MvSfx4t #Marseille https://t.co/Fq0Ydm2vqy",0
282,,0
283,,0
284,,0
285,#harcèlement #sexiste dans #transports 2017 : merci de participer et partager notre campagne à votre entourage &gt;&gt; https://t.co/XbA3WXt4HH https://t.co/8Xy0FnoOkP,0
286,,0
287,"Coca, L’Oréal, Danone, Bel... Ces 28 marques s’engagent contre le #sexisme dans la #publicité
https://t.co/ErZlYrwkk3 via @LSAconsommation",0
288,"[#CONSOLAB] [ENGAGEMENT] | #Coca, #L’Oréal, #Danone, #Bel... Ces #marques s’#engagent contre le #sexisme dans la #publicité | @LSAconsommation | https://t.co/mj8KsrL6dg https://t.co/4DOwPfBhGH",0
289,#CommunicationResponsable halte au #sexisme dans la pub 28 marques s'engagent  https://t.co/dY2d23kEZ2,0
290,Les étudiantes et étudiants de @SciencesPo_Tlse sont nombreuses et nombreux ce soir aux côtés du pôle féminisme de Cactus et du mouvement des Sans Culottes pour évoquer le phénomène #balancetonporc ! https://t.co/KdnqxpQvoC,0
291,,0
