"full_text","id"
"Ce soir @Miseajour Bilan 2017 Prévisions 2018 @JLFortinJDM @Vero_Fournier. Impact du #MoiAussi avec @cgrandmont de @Lactualite @MontgomerySue mairesse de CDN-NDG et à l'origine du #agressionsnondenoncees @carolinecodsi de La Gouvernance au féminin 20h et 22h30 sur MAtv Montréal. https://t.co/2sA4BsRmqN","940350601979940872"
"Portrait: Angela Merkel «la femme la plus puissante du monde» et la plus décriée en Europe http://t.co/uG0IHJgHP0","382051200171913216"
"Beau geste de solidarité en lien avec le mouvement #MoiAussi https://t.co/L0Shj84Lrn","940562873880686592"
"Après Hollywood et les médias, c'est au tour de #Washington d'affronter les dénonciations de nombreuses femmes - Explications @clatreil

https://t.co/BfYBMQt8sh

#metoo #moiaussi https://t.co/naWgpt5UXL","940408992735551488"
"Mate le 2ème épisode des #Bayezer de @JeanPascalZadi : Griezmann, Manix, H&amp;M... / le retour des djihadistes / Catherine Deneuve.

👉 https://t.co/5ze9wUNtu6 https://t.co/BebvAqWxpS","953321724392759296"
"“Avant de choisir le prénom d'un garçon pensez à la femme qui aura à le murmurer plus tard.” Barbey d'Aurevilly

Valable notamment pour tous les parents des petits Timéo.","957047612930129920"
"1ère femme africaine Prix Nobel de la Paix : Wangari Maathai a planté 30 millions d'arbres https://t.co/atDwL21P95 @YvesRocherFR #partenaire https://t.co/b7ZnfDEha7","956995226257821696"
"Angela Merkel rules out German military action in Syria https://t.co/NkqyNUbyEH","984456568241643522"
"Angela Merkel : pas de participation de l’Allemagne à des frappes en Syrie","984398375188664320"
"#MeToo, réseaux sociaux, convergence féministe et antiraciste : discussion à Montréal avec @ChTaubira https://t.co/qgSGQu9Y13 https://t.co/rlM2rXWu80","957893393706881025"
"Avec ce guide, visitez Paris en mode féministe https://t.co/dFRiRHJO5p https://t.co/FfuvsrHkjA","957904098640187393"
"L'Allemagne ne participera pas à une éventuelle action militaire en Syrie, annonce Angela Merkel https://t.co/PxMNNpESXR","984409302990557184"
"En inversant les rôles, cette #vidéo tacle le #sexisme dans le monde du #sport - https://t.co/5CqMb9JuWx","953888478118506496"
"Le 8/2/18 à 19h30 : soirée-débat « Inégalités d’aujourd’hui : des sources différentes, un même combat! » organisée par le @CollRoosevelt à Belleville : présentation du @QSJInegalites aux @editions_PUF ,  discussion avec @pas_sansnous, @apfhandicap et le réseau féministe Ruptures https://t.co/O5zsij1Ccw","957890800196751362"
"C’est l’anniversaire de la Tuerie de l’École polytechnique de Montréal. Aujourd’hui Time Magazine a choisi les femmes de #metoo (#moiaussi) comme personnalité de l’année . On vous voit. Et on vous croit. 
#6décembre #December6","938457354164719616"
"Dans un atelier d’artiste parisien, 25 femmes issues de tous les milieux sociaux et professionnels sont réunies pour une formation contre le #racisme et le #sexisme. Reportage et belles rencontres de @WardaMD https://t.co/YlhuuV2uCC via @TERRIENNESTV5","953258141889843200"
"Après-demain à Colmar et non demain, on parlera et échangera sur le #sexisme dans le #sport ! https://t.co/sCycDoFKsM","953306725423239168"
"Dans quelques minutes, lancement de la première journée nationale de rencontres sur le #sexisme... En direct sur #EnsembleContreLeSexisme #25janvier","956395311722790913"
"Harcèlement : l'initiatrice du mouvement #Balancetonporc attaquée pour diffamation https://t.co/wfAdtl0YYu via @europe1","955410740856451072"
"Oh, les personnalités de l’année selon Time: celles dont les voix ont lancé le mouvement #MoiAussi #MeToo https://t.co/KfLJqUcm6J","938388997709221890"
"Video: Enervée par des propos racistes, Christiane Taubira met fin à l'interview de Compléments d'enquete
 https://t.co/eMbge7XsBx https://t.co/nzqyDjbm2d","916212409748115458"
"#PJLTerrorisme : ""La sécurité n’est pas la première des libertés"" Interview exclusive de Christiane Taubira https://t.co/w8ZChtHy4B https://t.co/VFzygMH0TU","916324223194488832"
"Le Time attribue le titre de personnalité de l'année 2017 à celles qui ont lancé le mouvement #metoo #moiaussi https://t.co/RAvXuFiq3n","938389967486836736"
"Votre pote @johanna_plenus qui m’appelle à 8h alors qu’on commence à 10h dites lui d’être moins conne s’il vous plaît 😫","986516637728813056"
"Christiane Taubira : ""Il y a un lien intrinsèque entre les racines et les ruptures de vie"" https://t.co/ToBnCj3E5F https://t.co/IKCkRSjYCL","918515284725596161"
"@MirkoPlsll @IanisRondeau ouais.. un chef d'oeuvre cette femme.. #ironie","327031890622164993"
"Christiane Taubira : « Chaque fois qu’on a restreint les libertés, on n’a pas su les rétablir » 
#PJLTerrorisme
https://t.co/dTvu2UcyKo","917344171865837568"
"Le monde entier est maintenant secoué par une déferlante d’accusations @TIME #MeToo #MoiAussi : https://t.co/nYvBDwdJj8","938478208403550208"
"Les propos récents du porte-parole LR sont un parfait exemple des stéréotypes véhiculés sur l’apprentissage : voie de garage, voie pour les mauvais. STOP ! Arrêtons de raconter des idioties. #apprentissage #FormPro https://t.co/dpMHAurj2g","966023051308601347"
"Une pétition féministe demande à Edouard Philippe de mettre fin aux fonctions du ministre Gérald Darmanin, visé par une enquête préliminaire pour viol  https://t.co/2t7VEOZdCp #AFP https://t.co/0bHSK3Knd0","958054639764520960"
"1/5 Demain c'est le jour du budget provincial 2018-2019 ! Voici ce qu’on surveille :
- Le @rfeministeNB porte une attention particulière à l’analyse inclusive selon le genre (AIG) ... #polinb","958056037227073537"
"Selon Le Canard enchaîné, Sarkozy aurait dit à Wauquiez : ""Beaucoup de monde me disait que tu n'étais qu'une grosse merde. Aujourd'hui, je n'ai d'autre choix que de penser comme eux. Il paraît que tu as des ambitions présidentielles. Si j'étais toi, je trouverais un autre métier""","965993964410195968"
"""Laurent Wauquiez a un rapport compliqué à la vérité. Où et quand la dit il ? Devant les étudiants de Lyon ou sur un plateau de tv alors qu'il a dit qu'il n'y servait que du bullshit médiatique ?"" @BFMTV #WauquiezGate","966028411427786755"
"Je ne me retrouve pas dans la spirale dans laquelle s’engage @LesRepublicains : en accord avec mon éthique, je quitte ce parti et n’appartiens désormais plus qu’au @EPP. #Wauquiez #BFMTV #19hRuthElkrief","966043187193307136"
"""Je viens des Républicains et je sais pourquoi j'en suis partie. Notammant quand je vois le choix de Laurent Wauquiez en président de parti et ses propos à Lyon."" @BFMTV #WauquiezGate","966029696881381377"
"Ce soir, j’aurais aimé vous parler de ce que faisait le Président aux Mureaux, pour lancer le plan bibliothèques. Vous parler d’Ecole, de pouvoir d’achat. On ne peut pas le faire, parce que le débat est parasité par les outrances de Laurent Wauquiez. #GrandAngle @BFMTV https://t.co/q9dYqe8inL","966074477481164800"
"#Paradiski c'est quoi ? 400 km de pistes vertes, bleues, rouges, noires et des snowparks pour les plus sportifs. Difficile de s'ennuyer les skis aux pieds ! C'est parti, direction #LaPlagne ! 🎿 https://t.co/LfF5HPyiIs https://t.co/a6jgDtvmE9","955408486153715713"
"Dans notre Club Alpes d’Azur de @SerreChe_FR on skie, on s’amuse mais surtout on mange bien #chef #food #Vacances https://t.co/Pl8i7V29g2","955380056024649728"
"#VivreEnsemble : Les footballeurs professionnels, de mauvais citoyens   #omerta #Sexisme #Harcèlement @melissa_plaza  @ouestfrance  https://t.co/83xMHR7CVV","954868960905834501"
"#Sexisme dans le #sport : le coup de gueule de @annefloremarxer : championne du monde de snowboard freeride https://t.co/lXWiPpilTg #libérezsaparole","955000687162781696"
"Une émotion intense et chaleureuse dans les gradins pour celebrer la victoire des Bleues ! Un match #FRANOR rempli d'#Energie grâce à l'équipe féminine de @FRAHandball ! 🥇🇫🇷 CHAMPIONNE DU MONDE ! ENCORE BRAVO 👏 https://t.co/SwX9bojZYf","942462039783608320"
"Dans le cadre de la levée de fonds, vous aurez la chance de gagner un paquet cadeau de produits de santé-beauté Vegan d'une valeur de 100$ ! Écrivez-nous en privé, on vous donne tous les détails!  #moiaussi #metoo https://t.co/APhEdhdaJZ Le tirage aura lieu le 10 décembre 2017 !","938175951787249666"
"Angela Merkel lâche Emmanuel Macron sur son projet de budget de la zone euro https://t.co/PkueYdxD7n https://t.co/vBuNT4ajfT","981170399856664576"
"[🆕 PORTRAIT 🙌🏽✨] Féministe décoloniale, Founé est une jeune 🚺 inspirante qui nous livre dans cet article son parcours et les difficultés qu’elle a subies en tant que femme noire, musulmane vivant dans un quartier populaire 📣👩🏿💪🏿✍🏿
🔛 https://t.co/DOhmwOpdvm https://t.co/QRutO8026q","958237108539416576"
"Un discours historique .... et puissant! 
Pour les #moiaussi de ce monde et nous tous! https://t.co/dL0XoQ9oqr","950285799374966784"
"Le discours de @RWitherspoon est extraordinaire et porteur d’espoir🌹 Pour les victimes. Bravo 🖤 #victimes #TIMESUP #goldenglobes #metoo  #moiaussi","950209000313966597"
"viens de lire un article de ouf!! Lilly-Rose la fille de Vanessa Paradis lui ressemble! C'est dingue!! ^^ #IlsontSerieux #Ironie","517042580333555712"
"C'était attendu. On évoque #BalanceTonPorc et #TimesUp avec les jeunes venus à leur journée citoyenneté https://t.co/g6r7HPWUlw","955370913788317696"
"#football Bienvenue à l'équipe @fff #féminin en stage de préparation à #Montpellier du 15 au 19 janvier avant un match amical contre l’Italie le 20 janvier à Marseille. Les Bleues s'entraineront à Grammont et en public mardi 16 et mercredi 17 à 16 h 30 @Saurel_P @MillagouJerome","949555086551928832"
"Les jumelles Estelle et Delphine Cascarino convoquées par Corinne Diacre pour le match amical contre l'Italie au Vélodrome le 20/01. #Bleues #France2019 https://t.co/37Tlmhhlli","950737329999753216"
"Des membres de la FFHB, de la Ligue Nouvelle-Aquitaine, du Comité 64 ainsi que de la ville de Bayonne se sont réunis aujourd’hui à Lauga pour travailler sur le cahier des charges du prochain match des Bleues.

🇫🇷 vs 🇧🇷 : jeudi 22 mars (19h)

#enBLEUdechauffe https://t.co/Y78UqJMST4","951578180149825538"
"[OPINION] Semaine féministe? (@M_Desjardins) #JDQ #moiaussi #polqc #assnat https://t.co/GfJ8lIlVKj","942397105506799616"
"Ce headshot de Valérie Pécresse contre Laurent Wauquiez ce matin, on va pas s'en remettre 😂😂😂. https://t.co/RaV181qlLm","966616350155247617"
"Autorité de l'Etat. 
Fin de l'occupation illégale de #Bure ⬇ https://t.co/yxrN6UZPqM","966562412471246848"
"Retour sur le cocktail d’après match suite à la victoire de nos bleues face à Yutz. Match parrainé par le Cabinet Manneville, la société GPS et la CRAM.
https://t.co/Dc6NPjYuJP https://t.co/5io49G15gV","950706128433926144"
"🎧La Sacem, @bureauexport Londres et Alexine Business Solutions sont partenaires des «Writing sessions» qui se dérouleront du 20 au 23 mars 2018, pendant 4 jours aux Water Rat Music Studios situé à Woking à environ 40km de Londres🇬🇧Inscrivez vous ! ⬇️👍https://t.co/FPG17iJJkz","966670264682631172"
"Si jamais vous vous sentez la nécessité de rechercher du support, il aura toujours quelqu’un qui sera prêt à vous écouter! Voici quelques numéros
@YWCAMoncton (506)855-4349
@Xroadsforwomen (506)853-0811
@ChimoHelpline 1(800)667-5005
@KidsHelpPhone 1(800)668-6868

#MoiAussi #MeToo","942460962908536832"
"Mettez j’aime si vous pensez que je suis une connasse et retweetez si vous pensez que je suis une bonnasse. J’attends vos avis!","991338895047643136"
"Je ne suis pas là pour plaire. Je suis là pour faire. 
Ce que nous faisons ne plaît pas à tous ceux qui vivent sur des mensonges et agitent la peur. Je les croiserai samedi et les regarderai dans les yeux. https://t.co/uNfVPoLuKF","966671053819973633"
"De nouvelles recommandations pour mieux lutter contre le viol https://t.co/733Zk8Dp0v","966705040726642688"
"Demain dans #le79inter :
• Pierre Birnbaum est l'invité d' @AliBaddou à 7h50
https://t.co/vZtNpqc2lW
• Erik Orsenna est l'invité de @ndemorand à 8h20
https://t.co/nR4bX6EmYO
Bonne soirée !","966753550763257856"
"Merci @Aziatomik, grâce à toi j'ai pu voir sur fb une vidéo d'une femme qui se fait décapiter. #ironie #dégoûté #traumatisé.","348880305563779072"
"Retour sur l'année 2017 avec des mots clés choisis par les membres de l'équipe...
Nous commençons avec le mot choisi par Frank Desoer: «Improbable», suivi du mot choisi par Christophe Guyon: «#MoiAussi / #MeToo»","944951283366219777"
"""Elle est toujours là"", ""En pôle position""…
Extraits du gros doss' de Paris Match sur le ""come-back"" de Ségolène Royal : ❄
#Quotidien https://t.co/RhostR0DSq","933770876872548353"
"Ils croyaient s'en débarrasser en l'expédiant dans les Pôles. Raté : #SegoleneRoyal est toujours là! Reportage avec l'insubmersible en Laponie... @ParisMatch  https://t.co/UICJI8HZkC","933318925810585600"
"Avec le salaire et les frais dépensés pour envoyer Ségolène #Royal faire de la luge,
on pourrait dédoubler facilement 15 classes de CP c'est-à-dire donner vraiment leur chance à plus de 200  enfants défavorisés.
#socialisme https://t.co/DsjWHLHn5q","933931846823489536"
"La femme qui accuse de viol Darmanin ""ira jusqu'au bout"", assure son avocate. https://t.co/VvQ9OYCO7m","957561351420948480"
"Aller sur la conversation pr voir une version en français de cette infographie. Merci pr ce rappel @venenifere #blague #sexiste https://t.co/rCuirReAvk","883330834492784641"
"Pour Christine Lagarde, l'avenir monétaire est au Bitcoin https://t.co/Rn5PgypSeg https://t.co/pFTBCqhGLf","919162403799076865"
"Qd mn ex était en Afghanistan, jregardais svt les vidéos de militaires qui faisaient d surprises à leur femme étant en uniforme et revenant de guerre. Jm’imaginais ds ce cas, j’étais hyper chaude ... La chute  Acteur a dit « On sretrouve à châtelet » il était vivant ct déjà bien.","957032899190120453"
"Christine @Lagarde envisage un futur bien sombre si les dirigeants ne s'engagent pas plus en faveur du #Climat https://t.co/M60acdN0pG","926002198760353794"
"Ne nous trompons pas les gens, le problème avec @auroreberge ce n'est pas ses vêtements mais ce qu'elle incarne : l'opportunisme politique le plus abject.

#Macron #Fillon #Juppé #Sarkozy https://t.co/pfJCOB1R5I","967713337785110528"
"Marlène Schiappa rappelle à ceux qui ont insulté Aurore Bergé qu'ils encourent jusqu'à 12.000 euros d'amende https://t.co/aesxpkKtdj","967801390725849088"
"Des élus vont dormir la nuit dehors pour alerter sur la condition des sans-abris : ""Je suis assez étonnée de la démarche. Trouver des solutions, c'est mieux. C'est assez contre-productif"", réagit Aurore Bergé, porte-parole du groupe LREM à l'Assemblée nationale #lesinformes https://t.co/xJk7zsZbDz","968926295873785857"
"«La route est longue pour changer les mentalités. Transformer ces dernières en profondeur demande plus de temps que d’adopter une loi.» https://t.co/V4chSRc2AE #MoiAussi #polqc https://t.co/XttvzfTwIW","936657651215273985"
"Québec, en collabo avec @sureteduquebec, met en place un projet pilote pour réviser les plaintes pour aggression sexuelle qui n'ont pas abouti et accompagner les victimes ""jusqu'au bout"". Il suit le modèle instauré par @PhiladelphiaGov. 
https://t.co/Z07V1z12nd. @CAVAC_ #moiaussi","936680855182938112"
"Une centaine de femmes françaises dénoncent les dérives de #BalanceTonPorc et #MoiAussi https://t.co/Xz8RIuJXsS","950792636335616000"
"rmclive #balancetonporc Ne sert a Rien!!🐷#BalanceTonAgresseur c'est Meilleur!! 😜Et Payeur....en terme de Sanction!!","936808794960433153"
"""Ce match, on n'a pas le droit de le perdre"" : le moral d'acier des Bleues avant leur demi-finale au Mondial de handball - L’équipe de France féminine de handball affronte la Suède vendredi en demi-finale du Mondial, qui se dispute en Allemagne. Les c... https://t.co/ywQFOVfBSF","942080836467412992"
"RDV dès 14h15 @beinsports_FR 2 pour la finale des #Bleues ! #FRANOR #Handball 
Avant match, revivez l'aventure jusqu'aux ""portes du paradis"" #BleuetFier @ElenRius @kevinlapin971 @Matthias_Duchez @MaryPatrux @ValNicolas16 @ameliegoudjo @ffhandball https://t.co/eJhYV8fyRr","942321961627209729"
"JOUR DE FINALE ! France /Norvège 17:30 @beinsports_FR ! BEIN 2 
- 14h15 match pour le Bronze
- 16h Le Film des Bleues : les portes du Paradis ( un bijou)
- 17:00 avant match avec @ameliegoudjo @ValNicolas16 @xavham #ALLLLLEEEZZ https://t.co/H8bLA60ijs","942313777181220864"
"comment j'en ai trop marre dme faire prendre pour une conne","987386795884253184"
"Quel début de match de nos bleues. #handaction #handaction #FRANOR","942432730750640128"
"Merci @LaTribune de porter le sujet au côté du collectif #EnsembleContreleSexisme pour la première journée contre #sexisme dans lequel est très impliqué #TFTC @CometEntreprise Numéro dédié à retrouver en kiosque dès demain @LaTribune @Aziliz31  @jc_tortora @Vabrial @CatLadousse https://t.co/ueRJUf6MSq","956191535082754049"
"C’est une première mondiale qu’un Président de la république proclame l’égalité F/H grande cause nationale. Merci @MarleneSchiappa de si bien porter cet engagement #ensemblecontrelesexisme https://t.co/C0gKlK9CjX","956452175533760512"
"[#EgalitéPro] Au travail, 80% des femmes sont régulièrement confrontées à des attitudes ou des décisions sexistes. #EnsembleContreLeSexisme https://t.co/F4l8QUKmYC","956512003899629569"
"Expression québécoise pour Plafond de verre ... plancher collant ! 😀 j’aime beaucoup 
#EnsembleContreLeSexisme","956552175072808960"
"Rendez-vous dès 9h pour la journée #EnsembleContreLeSexisme en présence de @MarleneSchiappa et de @laurossignol. #sexisme https://t.co/kyMWeb2G2b","956433664363114496"
"""Si les femmes ne peuvent pas aller à la justice, la justice doit aller a elles. ""
@MarleneSchiappa
@Egal_FH #ensemblecontrelesexisme #sexisme https://t.co/ToTWrKIjsR","956451921061187584"
"« La diversité des acteurs est réunie. La lutte contre le sexisme est une lutte transversale ». Intervention de @MarleneSchiappa à la journée #EnsembleContreLeSexisme https://t.co/gWQXd8EdAA","956449778505846784"
"Journée de mobilisation contre le #sexisme : #ActionLogement 100% engagé. Retrouvez notre guide :  https://t.co/W8BDKPvo6n et la vidéo @ETLMSF : https://t.co/Hpz30lyePn #EnsembleContreleSexisme","956454586067423234"
"Merci Catherine Deneuve! https://t.co/YLwhIfwrIC","953537324402577409"
"Modeste proposition pour mettre fin à la misère sexuelle de @EliseThiebaut #balancetonporc https://t.co/kfFDhy7sMO","955297690451136512"
"TQCE U17 F
les filles s'inclinent 3 sets à 1 face aux Russes dans leur premier match
18-25 25-18 22-25 12-15
les Russes sont qualifiées, les Bleues jouent un deuxième match demain face à la Finlande
#EuroVolleyU17W  @FranceOlympique @Sports_gouv https://t.co/4M1O9yg5gR","949298782751076354"
"#i24NEWS @i24NEWS_FR toujours fidèle à notre mouvement. #balancetonporc #metoo . Prix collectif! Thanks à la team et à @benaym  @TIME #TimePersonOfTheYear @thatdanstewart @KateSamuelson @efelsenthal https://t.co/RTPhHcyJsD","938505234099462147"
"Jour de Match aujourd'hui pour nos bleues
📍Rennes
🕓16h
✅ Saint Grégoire Rennes Métropole
🤾‍♂️9ème journée du championnat D2
https://t.co/To336w7yZJ","947021397829832704"
"La transition vers un système de #change flexible du #dirham, “une très bonne décision” du gouvernement marocain (Mme #ChristineLagarde)
#FMI @FMIactualites https://t.co/8RJwl14YSm","958343719828279296"
"🔴 🔵 Rouges et Bleues sont nos couleurs 🔴 🔵","955349280897855488"
"@Argentine58 @skoupika @DanielJFPin @KiloWattKyr @LuigiMATTA3 @cvanierschot @catherinefonck @ElYousfiNadia @antonel62663909 @Isabelle_Durant Si vous avez entendu parler récemment d'une rencontre officielle entre le président (ou le premier ministre) tunisien et #EmmanuelMacron , #angelamerkel , #DonaldTrump , #CharlesMichel , l' #EuropeanCommission  (au choix) faites-moi signe !!! 🙁","983443350614396929"
"1) Sur le #Nucléaire, Nicolas Hulot a complètement raison de sortir du cadre fixé par Ségolène Royal (50% d’électricité nucléaire en 2025).","927974321833816065"
"Ségolène Royal critique l'incarcération des ministres catalans https://t.co/009ocjEff7","927312046475096065"
"Superbe soirée a #MAMMOUTH2017 . Ils ont réussi a parler de sujet très important tel que le #suicide et c'est partit pour un #plusjamais en 2017 a la place du #moiaussi . Superbe ambiance sur place, un gros bravo ! J'espère être encore la l'année prochaine ! :D","941916905056727045"
"Quelle bonne idée! Après #MoiAussi, #PlusJamais en 2018? Bravo pour ce beau segment sensible et intelligent sur le consentement! #mammouth2017 @telequebec","941848040473849861"
"Sachez-le, Ségolène Royal s'est fait un avis sur la Catalogne en entendant ""une dame dans le train""
https://t.co/Ne18miBIuF https://t.co/ewI3lB8sqD","927195097661345792"
"La Turuie ne deviendra jamais membre de l'UE affirme  Angela Merkel. https://t.co/qjzGc5vcuD","986750784892219392"
"Bravo pour le discours sur le #moiaussi à #mammouth2017 !!!! #plusjamais #inspirant @sarahjlabrosse @cathbrunet","941848461930123264"
"#Macron #Berlin @FredRoder ""Emmanuel Macron et Angela Merkel doivent garder en tête que l’avenir de l’Europe passera aussi par l’Afrique"" et cela doit se refléter dans le prochain budget européen #MFF2018 https://t.co/1kjapGMEB8","986894099084185600"
"Emmanuel Macron va tenter aujourd'hui à Berlin de relancer ses projets de refondation de l'Europe post-Brexit, de plus en plus contestés par l'Allemagne d'Angela Merkel en particulier sur la zone euro https://t.co/AtiF6KwW7I par @Y_LeForestier #AFP","986859692537229312"
"Paris : la station de métro ""Europe"", sur la ligne 3, va porter le nom de Simone Veil, à la demande de Valérie Pécresse https://t.co/Bnml7jaytv","989222390386262022"
"Mouvement #moiaussi « Si tout le monde prend acte c'est un mouvement de société où en ressortira tous grandis »
avance @CathFournierQc","948612904265318401"
"Mon père qui vient de me dire ""t'as de jolies jambes ma fille, de là tes bleus on dirait presque des tatouages"" #ironie","457478714025312256"
"Ahah elle me fait trop rire cette fille #ironie","455355061028552704"
"La grand mère est très fière de sa petite fille apparemment !!  Bravo madame vous avez fait du bon boulot #ironie #bachelor","455784520164577280"
"#TimesUp #metoo #moiaussi

Qu'allons-nous faire pour la communauté francophone de l'Ontario? https://t.co/zT9cLLuDeV","948547474523869190"
"La définition du placard, par Ségolène Royal &amp; son nouveau poste… ❄
Le Morning Glory (avec un lapsus) :
➡ https://t.co/YY0KpZUsL6
#Quotidien https://t.co/MtxgupQtnr","929366880313262081"
"Le Coin du Bébé - Le journal est sorti de presse! https://t.co/PBoBRu0llQ Les unes d'aujourd'hui via @Untibebe #karma #balancetonporc","939516888777940995"
"""Pour certains pays, le réchauffement climatique est une question de vie ou de mort"", estime Ségolène Royal https://t.co/FPCedDD4Wb","927805958985867265"
"Et en plus #NikosAliagas pleure comme une madeleine aux funérailles , la famille aurait dû le jeter dehors #balancetonporc","939605814024826881"
"L’avocat de @Henda_Ayari a la barre pour expliquer la « baignoire » !
#BalanceTonPorc #JeremstarAttitude 
https://t.co/lYXWrtZGmu","939458999707107329"
"Petite lecture déprimante du matin sur #BalanceTonPorc l’étude approfondie de @CChabalPro dont je vous place quelques graphiques (j’ai les chiffres concernant la sphère RH) https://t.co/Lf1YyQF4Uz","936873107226165248"
"Quel match! #FRANOR Simplement magnifiques les Françaises, MAGNIFIQUES! Et cette fin de match 🙈🙊🤩🍾🇫🇷 https://t.co/VTuG3SpktY MERCI les Bleues! #ChampionnesduMonde @NzeMinkoEstelle @PineauAllison @alex0464 @CleoDarleux @Graace_Z &amp; co 23-21","942469609990615040"
"Bravo à nos bleues du hand !!!! Un gros match.... Un gros mental...","942468433559674883"
"#Nike annonce une paire de baskets #PlayStation avec des LED bleues en collaboration avec le basketteur Paul George. Elle sera disponible le 10 février aux Etats-Unis sur https://t.co/L2YVfHWKk3 au prix de 110$. #PG2 https://t.co/Id3Y3CbxZj","955487566668730368"
"Boucles Rondes Pierres Bleues https://t.co/XLJCLqCoAX","955513961142734853"
"#ehfeuro2018🏆

Entrée des Bleues dans L'Arena de Zagreb 🇫🇷🇫🇷🇫🇷

#handball https://t.co/oRGjRAU4xy","955477301004730370"
"Voici ce que je viens d'ajouter dans ma boutique #etsy : boucles d'oreilles bohèmes bleues vertes #bijoux #bouclesdoreilles #bleu #boheme #dormeuses #papier #non #femmes#earing #madeinfrance🇫🇷 #handmade #papier#créatrice #création #originale #mode #tendance #atelier https://t.co/WKZtfTut3o","955421765752311808"
"Est ce que je suis conne ?","988346982942105600"
"#Mondial2017- INDESCRIPTIBLE, MERCI LES BLEUES !
🇨🇵🇨🇵🇨🇵

Le match ➡️ https://t.co/qKT687AT0m

📸B.D
#Simplywunderbar https://t.co/kSEKwj5DFL","942482163529854976"
"Dans @lobs cette semaine Elena #Ferrante répond à l’appel des cent femmes et aux anti-féministes de tout poil. #balancetonporc https://t.co/Qd0EsYKKda","954426544277028864"
"La campagne #MoiAussi divise les femmes en France https://t.co/BorZhi84nt #kebetu #metoo","951140253674491904"
"50 abonnés il devient Youtubeur muscu ! Qui ne tente rien n’à rien !@TiboInShape @YouTube #JeremstarGate #BalanceTonPorc #EclaireUnLycéen https://t.co/fM7tVjWmeY","954456946085593088"
"Accusations de harcèlement sexuel : contre-attaque sur le terrain judiciaire. Série de procès à risque pour le mvt #BalanceTonPorc. Un procès en #diffamation ne porte pas sur la vérité des faits incriminés mais sur la démarche de l'accusateur/trice &gt; https://t.co/v8AU7H4CPm https://t.co/GtWrvK58vG","954258666210897921"
