i
t,w,e,e,t,_,i,d
f,u,l,l,_,t,e,x,t
i,tweet_id,full_text
201,966713830394007552,Le projet de #loiasileimmigration c'est plus d'humanité. Ce qui est inhumain c'est d'avoir aujourd'hui des délais moyens d'instruction de 14 mois pour les demandes d'asile. https://t.co/MR46swRosd
202,966616350155247617,"Ce headshot de Valérie Pécresse contre Laurent Wauquiez ce matin, on va pas s'en remettre 😂😂😂. https://t.co/RaV181qlLm"
203,966562412471246848,"Autorité de l'Etat. 
Fin de l'occupation illégale de #Bure ⬇ https://t.co/yxrN6UZPqM"
204,966670264682631172,"🎧La Sacem, @bureauexport Londres et Alexine Business Solutions sont partenaires des «Writing sessions» qui se dérouleront du 20 au 23 mars 2018, pendant 4 jours aux Water Rat Music Studios situé à Woking à environ 40km de Londres🇬🇧Inscrivez vous ! ⬇️👍https://t.co/FPG17iJJkz"
205,966705040726642688,De nouvelles recommandations pour mieux lutter contre le viol https://t.co/733Zk8Dp0v
206,966595744089206784,"#GrandParisExpress les députés @LaREM_AN et @GroupeMoDem reçus dès 8h ce matin par le Premier Ministre et la Ministre des Transports.
Mobilisés pour la ligne 18 ! https://t.co/8yomfabYaf"
207,966753550763257856,"Demain dans #le79inter :
• Pierre Birnbaum est l'invité d' @AliBaddou à 7h50
https://t.co/vZtNpqc2lW
• Erik Orsenna est l'invité de @ndemorand à 8h20
https://t.co/nR4bX6EmYO
Bonne soirée !"
208,966783310306467840,
209,966671053819973633,"Je ne suis pas là pour plaire. Je suis là pour faire. 
Ce que nous faisons ne plaît pas à tous ceux qui vivent sur des mensonges et agitent la peur. Je les croiserai samedi et les regarderai dans les yeux. https://t.co/uNfVPoLuKF"
210,966764892370997250,"De Laurent Wauquiez à Marion Maréchal Le Pen, il se dessine donc un « projet » pour la France qui commence par un plagiat de #Trump. C’est aussi navrant qu’inquiétant. https://t.co/1wtH2ndY1K"
211,938438656532140033,Times choisit celles qui ont rompu le silence #moiaussi #balancetonporc https://t.co/SIfWCpcFo3 via @lp_lapresse
212,938440134634156032,"La personnalité @time , ces femmes qui ont dit tout haut les atrocités vécues durant leur vie #metoo #moiaussi #balancetonporc #PersonOfTheYear2017 https://t.co/CVDsox055W"
213,938438684151607296,"#lemonde #Actualités #Médias ""Personnalités de l’année de « Time » : les femmes ayant « brisé le silence » des violences sexuelles"" #Time #PersonOfTheYear #MeToo #BalanceTonPorc #SilenceBreakers #LanceursDAlerte #WhistleBlower #WhistleBlowers ...  https://t.co/6XgQ8X6ULP"
214,941749274236375046,
215,941749526838341632,Quand #balancetonporc fait dérailler le procès Tron https://t.co/LSJXIvU8Gq via @Le_Figaro
216,941749261460557825,
217,347307072280469504,"Ma mère, la femme la plus modeste du monde. #Ironie #LT"
218,345693980018753536,
219,348880305563779072,"Merci @Aziatomik, grâce à toi j'ai pu voir sur fb une vidéo d'une femme qui se fait décapiter. #ironie #dégoûté #traumatisé."
220,935525202875834368,"L’ACTU AU FÉMININ : OÙ SONT LES LESBIENNES?
#MoiAussi
Le mouvement du hashtag lancé par l’actrice américaine... https://t.co/eSFEx3hOtD"
221,944739019149201409,
222,944951283366219777,"Retour sur l'année 2017 avec des mots clés choisis par les membres de l'équipe...
Nous commençons avec le mot choisi par Frank Desoer: «Improbable», suivi du mot choisi par Christophe Guyon: «#MoiAussi / #MeToo»"
223,944919762567655424,
224,944911563248500736,Les Actus est sorti de presse! https://t.co/JdV3ithpSk #moiaussi #metoo
225,944741500663017472,
226,944950004858355715,Communique de Presse est sorti de presse! https://t.co/IG16T3wvql #moiaussi #metoo
227,954446399294394369,Pour aider @LettreAudio bien avec toi Sandra tu ne restera pas à 20€ sur! #Balancetonporc #metoo #timesup https://t.co/CO3yG9Xq1N
228,954449131287777281,
229,954449719597699074,"#MeToo, #BalanceTonPorc : l’avènement du matriarcat sacré… Shailene Woodley vend la mèche https://t.co/iKurPvr32g"
230,954451668564881409,
231,936551327714496514,
232,936552910229557248,"Le gars qui a détourné #balancetonporc pour nourrir son obsession identitaire et celui qui craint que ça fasse revivre un climat de 39, donc. Dans l'air du temps, en somme. https://t.co/nBC7bDwvEl"
233,936558783865802753,
234,936549900069859329,@LaurenceParisot @MarleneSchiappa @BrunoLeMaire @EPhilippePM Scandaleux. Auraient-ils peur qu’on #balancetonporc ?
235,957619796836782080,
236,957656961037885441,
237,957623956646789121,"Selon la ministre de la Justice française, Nicole Belloubet

Dans la situation actuelle, Gérald Darmanin, ministre de l'Action et des Comptes publics, accusé de viol par une femme, peut rester au gouvernement

#Québec

https://t.co/FQky3MUfuw https://t.co/DAIhH0G6cV"
238,957734467673698305,
239,957727084469800961,
240,939073372364959744,
241,939025978474373120,
242,939039922119376896,
243,939065591104770048,
244,939046865613541381,
245,955899761743327232,
246,955870247847911424,
247,955843977974046721,
248,955883206972248064,
249,955838445062008837,
250,955865533978697728,
251,938433929719308290,@ruquierofficiel avez vous prévu d’inviter Chilla cette râpeuse féministe qui a notamment fait une chanson très pertinente sur #balancetonporc ? https://t.co/P9C0pefE0J via @youtube
252,938434914051084288,"Susan Fowler personnalité de l'année pour avoir dénoncé le harcèlement chez #Uber 
#BalanceTonPorc #BalanceTonUber https://t.co/D9cHgNW2Cb"
253,938433281854525441,superbe chanson de @chillaofficiel :à écouter absolument #balancetonporc #rap #rapfeministe  #raphumaniste https://t.co/P9C0pefE0J via @youtube
254,938437885098946562,"Anny Duperey sur #Balancetonporc : ""J'en ai connu un seul, un grand nom du cinéma français"" https://t.co/scnr625BNn https://t.co/6oKHfmirXA"
255,938434953435648000,@Taratata à quand l’invitation de @chillaofficiel dans taratata pour son superbe EP #Karma et son engagement pour les femmes victimes de violences #balancetonporc ? https://t.co/P9C0pefE0J via @youtube
256,938437734267486208,"""Violences sexuelles dans le sport : témoignages en région"" #balancetonporc #sport https://t.co/exmX1YsgNG"
257,938785667215187969,
258,955452416476041217,
259,955441512950706176,"Suivi de grossesse impossible dans deux établissements de santé de la capitale.
Femme enceinte cherche médecin à Québec | JDQ https://t.co/xY5yDv7UWd"
260,955782693043675136,
261,955451622645264386,RT @jdequebec: Femme enceinte cherche médecin à Québec  https://t.co/JErzAkjrCr #santé #suivi #grossesse
262,939547282374045696,#balancetonporc voil j'lai fais
263,939546178559119360,"#ITW Elsa #Dorlin : «Le ju-jitsu 🥋 est utile contre la police, contre les maris, les pères, les patrons» - #autodéfense #balancetonporc -https://t.co/Ih8xTYx9lo via @libe"
264,939544285921337345,
265,939550672126709760,Affaire Buttet. A qui profite le crime ? https://t.co/2xVXLbxXqX #buttet #harcelement #moiaussi #metoo #balancetonporc #1dexmab #politique #sexisme
266,959082044675457024,
267,958963706288918528,
268,959048717373464581,"Béji Caid Essebsi: ""Moi aussi, à mon âge, je me considère comme un homme d'avenir"" https://t.co/qyLDn2nG5r https://t.co/8mK7U45ape"
269,959015327827931138,
270,958963717227597824,
271,959129818414632960,#CestRingardMaisJadore me définir comme un homme de gauche.
272,957991015478161408,Affaire Darmanin: le point de vue au vitriol d'une femme avocate. https://t.co/bLKxdYdz6h
273,958020913387229190,"@lesRepublicains @lsailliet Vous êtes minables...la femme qui accuse Darmanin est un prostituée, déjà condamnée pour chantage, et qui l'a suivi de son plein gré à l'hôtel après une soirée en club échangiste...la présomption d'innocence qui a valu à Fillon de s'accrocher comme un morpion n'est plus valable??"
274,957986468596801537,même si #Darmanin #darmaningate n'a pas violé cette femme il a monnayé son service de la pire des façons. cela en dit long sur le personnage : traître et amoral.
275,955222175308500993,"@smashy321 @AlexiDelob @bng2617 @dderivery @DanielPilotte @Sonia29739 @SansCompteFixe @GiseleJppiete @ackinom55 @handiseniors56 @gastou89 @Garance60 @RS10J @RoseBleues @morettoburchi @Equita21 @Markuslowe9 @chcerutti @mijeane4 @VivianeNaim @JstLangevin @bo_chart @PoliceRealites @MontmartreClaud @Tsipora777 @RACHELE1701 @eric_guillaumin @l_oranaise @PNerval @ResistanceCatho @toujours_droit Merci Blaise, mais faut pas manger les bleues!!!😄😘"
276,955205904399589383,J’ai des bleues partout comment vous voulez que j’arrive à dormir correctement ...🤔🤔😴😴
277,955205141937844224,
278,955209663531880454,
279,955243535997046785,
280,955205271906897929,Comment vous dire que j'ai encore des bleues partout on va croire que jsuis battue
281,955227285417738240,"Foot : France-Italie au Vélodrome de Marseille, revivez la rencontre des Bleues en images https://t.co/AD5MvSfx4t #Marseille https://t.co/Fq0Ydm2vqy"
282,955232325226377217,
283,955231337702739969,
284,871742899918163968,
285,871773941756506112,#harcèlement #sexiste dans #transports 2017 : merci de participer et partager notre campagne à votre entourage &gt;&gt; https://t.co/XbA3WXt4HH https://t.co/8Xy0FnoOkP
286,953568852297822208,
287,953592051106484224,"Coca, L’Oréal, Danone, Bel... Ces 28 marques s’engagent contre le #sexisme dans la #publicité
https://t.co/ErZlYrwkk3 via @LSAconsommation"
288,953568854114013186,"[#CONSOLAB] [ENGAGEMENT] | #Coca, #L’Oréal, #Danone, #Bel... Ces #marques s’#engagent contre le #sexisme dans la #publicité | @LSAconsommation | https://t.co/mj8KsrL6dg https://t.co/4DOwPfBhGH"
289,953559903242805248,#CommunicationResponsable halte au #sexisme dans la pub 28 marques s'engagent  https://t.co/dY2d23kEZ2
290,938458120967413763,Les étudiantes et étudiants de @SciencesPo_Tlse sont nombreuses et nombreux ce soir aux côtés du pôle féminisme de Cactus et du mouvement des Sans Culottes pour évoquer le phénomène #balancetonporc ! https://t.co/KdnqxpQvoC
291,938463473897476097,
292,938461658955046912,"""Vous ne devriez pas être blâmé pour avoir attendu 15 minutes ou 15 jours ou 15 ans pour reporter une agression/harcèlement sexuelle"" - Taylor Swift, chanteuse et victime.

#MeToo #balancetonporc https://t.co/mafp2ylpvR"
293,938462801353420801,"""C'est juste le commencement. Je le dis depuis le début. Ce n'est pas un moment, c'est un mouvement."" - Tarana Burke, militante américaine pour les droits des femmes.

#MeToo #balancetonporc https://t.co/ny1XVJNByF"
294,938460800125227016,"""Tout le monde pense qu'il ne s'agit que d'Hollywood. Ce n'est pas juste Hollywood. C'est le monde."" - Rose Mcgowan, actrice, activiste et victime.

#MeToo #balancetonporc https://t.co/sKK83IMeUx"
295,938459402553700353,
296,944210779703861248,"On lit - L’année féministe en 17 catégories 

""17 catégories pour résumer 2017 : voici ce qu’on vous propose, par la lorgnette de l’actualité féministe, évidemment. Indice : ça se peut qu’on parle de #moiaussi."" https://t.co/mDaurvMz9X https://t.co/gcXrHAd8EM"
297,944287270273716224,
298,944276122333827072,
299,944300133629530113,
300,938423745701695488,"#HuffingtonPost ""Celles et ceux qui ont ""brisé le silence"" désignés ""personnalités de l'année 2017"" par le Time"" #Time #PersonOfTheYear #MeToo #BalanceTonPorc #SilenceBreakers #LanceursDAlerte #WhistleBlower #WhistleBlowers ... https://t.co/6k6F40EVa2"
301,938423748629270528,
302,938430199049441281,
303,938425328447447041,"VIDEO -  Pornographie et protection des mineurs, @EmmanuelMacron ira-t-il jusqu’au bout ? #VendrediCestPoisson #balancetonporc https://t.co/7dEepfRlYS https://t.co/f5e6bT2Sh7"
304,956490047318118401,"[#FranceEgalité] Dans la vie quotidienne, 40% des femmes ont déjà subi une injustice en raison de leur sexe. #EnsembleContreLeSexisme https://t.co/pVyMEfpUTe"
305,956461949377810432,
306,956542029596692480,"Kaouthar Azzoune étudiante en informatique à la journée #EnsembleContreLeSexisme explique que les ""modèles "", les femmes rencontrées st clés pour attirer les filles ds le numérique. @f_inge y travaille. https://t.co/BdgwLETtlf"
307,956533446054170624,
308,956523258098143232,Notre collectif #EnsembleContreLeSexisme s’appuie sur deux femmes engagées au plus haut niveau de l’état @MarleneSchiappa @laurossignol qui font de l’égalité entre les F et les H une priorité https://t.co/1934WLNQk1
309,956446742194655232,"@AnnieGuilberteau et @CatherineLadousse, coprésidentes d’#EnsembleContreLeSexisme présentent cette journée… L’objectif ? #Identifier chaque manifestation de sexisme et #Préconiser des actions fédératrices pour lutter contre ce fléau #25janvier https://t.co/uEBG6c1nRH"
310,956549018934480896,"Seulement 8% de garçons dans les classes de danse, pourtant ils sont 82% à diriger des centres chorégraphiques...troisième séquence autour de la thématique du sport et de la culture #EnsembleContreLeSexisme #25janvier @f_inge https://t.co/xC9tnkUddq"
311,956462242333167617,"Après le discours inspirant de @MarleneSchiappa,  séquence santé de la journée nationale contre le sexisme introduite par la présentation des pubs sexistes #NoMoreCliches et une analyse historique avec Nicole Edelman et les associations du collectif #ensemblecontrelesexisme https://t.co/qrf0s9RfaW"
312,431143735292735488,
313,935991553713233921,"Impacts du mot-clic #MoiAussi et Montréal doit-elle se doter d'un maire de nuit? B'en oui, ça existe! Projet Montréal en a même fait une promesse électorale! Mise À Jour Montréal ce soir 18h00 et 22h30 sur MAtv . Avec @macarignan, @poirierjessie,…https://t.co/DvwSQ7DCof"
314,935964525156847618,«Les CALACS rapportent une forte augmentation des appels depuis quelques semaines. L’impunité n’est plus acquise.» https://t.co/V4chSRc2AE #polqc #MoiAussi https://t.co/fHE1K6izov
315,935945273179852800,
316,936025507665195008,
317,936011117179965440,
318,935976013846269952,
319,956165269419888640,
320,956455608621912064,
321,956416443234635776,
322,956434677568548864,"Il y a 1 an, nous lancions un appel à Pénélope Fillon 

#PenelopeGate #Fillongate
https://t.co/SOUs7o9d6d"
323,956338329292804096,
324,956436745024868352,
325,956433229212536832,"Il y a un an, Le Canard révélait l’affaire Penelope Fillon. J’ai l’impression que 40 années sont passées depuis."
326,956434955197976576,"Et si, le 25 janvier 2017, le Canard Enchaîné n'avait pas sorti l'affaire Penelope Fillon ? https://t.co/Nra0rG1geE"
327,956246154756444160,"Cher ami , Penelope Fillon est  plus à même d éclairer votre lanterne . https://t.co/eRVSouvdvt"
328,940878858877841410,@OmarBitan @ZohraBitan @jmblanquer Moi je travail au cea où il est interdit d’avoir son portable dans l’enceinte. Il y a des casiers à l’entrée du centre pour y déposer les smartphones . C’est sur ce model qu’il doit s’orienter.
329,941234710105247744,
330,941066795720609792,
331,942009749389889538,
332,940823470442778624,"Travail a domicile: Khloé Kardashian enceinte, découvrez tous les derniers détails sur sa grossesse ! https://t.co/ua7Zf9uur6"
333,941144282840301568,"quand tu fais de la merde, je ne vais pas applaudir
exemple: ma meilleure amie de 20 ans est enceinte en ayant ni travail ni projets, je suis incapable d'applaudir ou d'être heureux face à ça."
334,941951114282455041,"Travail a domicile: Samsung Bixby, l’enceinte connectée pour 2018 https://t.co/FrCjWVg9CM"
335,850646098599391232,"@Femmes_fieres @OrdinarySexism @MoiPasMaJupe @SexismeDeDroit @FeminiCites @PayeTonBahut Clair, net, précis ❤️ à diffuser partout !"
336,954057550365954048,
337,954055410444619778,
338,954056580047294464,
339,954486621495324672,
340,989921075562799105,
341,948826119289147392,
342,948698285975457792,
343,948826835185537024,"Foot : la femme de Mamadou Sakho, Majda, est enceinte de leur troisième enfant ! - https://t.co/Sr9qJLe87T #people"
344,844242326780350464,"Flash: Démission de Bruno Le Roux, Jean-François Copé estime que ""ce n'est pas assez et demande la démission de Christiane Taubira""."
